file_id,sarcasm,text,label,emotion,id,duration,mfccs,spectral_centroid,spectral_bandwidth,pitch,energy,loudness
1614,0," We are switching at the next rest stop and you are going to drive the whole way back. That will be your punishment. You... greeting, sleeper.",0,anger,14,7.38,"[-650.5927734375, 85.39297485351562, -18.359899520874023, 15.669325828552246, 0.3464215397834778, 6.839694976806641, -10.061563491821289, -7.675732135772705, -10.02211856842041, -9.609633445739746, 2.0481584072113037, -11.842068672180176, -3.4446120262145996]",3354.842587927412,2851.4968155152237,1587.977294921875,9.140176773481524e-05,0.0070298146
1358,0," Okay, okay, now what is wrong with my snuggles?",0,anger,15,2.82,"[-594.3065185546875, 110.76689147949219, -10.221525192260742, 24.357013702392578, 17.615163803100586, -5.361598014831543, -13.461127281188965, -5.62497091293335, -8.548501014709473, -11.821268081665039, -7.908081531524658, -13.829558372497559, -11.310125350952148]",2960.0857500653283,2428.4289936748814,1692.7882080078125,0.0001499333506419892,0.009315722
6330,0," Fine, you want to get the birds? Get the birds!",0,anger,16,1.94,"[-515.391357421875, 133.11509704589844, -23.50144386291504, 24.976673126220703, 1.4074351787567139, 3.3693222999572754, -3.005549192428589, -10.829325675964355, -12.289027214050293, -12.778964042663574, -0.0046858107671141624, -2.8049395084381104, -6.637298583984375]",2620.976108125162,2432.6099319567093,1627.0909423828125,0.00035830320124678885,0.013730361
5103,0, Don't call us that.,0,anger,17,3.4,"[-607.9261474609375, 79.73310852050781, -10.696188926696777, 30.826929092407227, 5.345543384552002, -3.643429756164551, 6.238380432128906, 7.057529926300049, 2.1678218841552734, -3.3958961963653564, 0.5713916420936584, 1.5285265445709229, 0.5148453712463379]",3364.44966547827,3241.8798920182057,1558.0977783203125,0.0002145154071964072,0.009002645
2718,0," Damn it, man!",0,anger,18,1.86,"[-465.2076416015625, 151.47914123535156, -54.318145751953125, 14.046407699584961, -12.597416877746582, -2.97605299949646, -12.697665214538574, -4.920378684997559, -6.354441165924072, -9.984654426574707, -2.3822021484375, -0.3410252034664154, 3.1358914375305176]",2564.8997812820694,2636.8096064331376,1595.7823486328125,0.0003299125532054885,0.014780183
7674,0," I don't care, the wires have come loose in your head.",0,anger,19,3.94,"[-588.3353881835938, 74.10443115234375, -33.25398635864258, 12.126901626586914, -8.252927780151367, -9.917130470275879, -11.21838092803955, 1.770206093788147, -9.1095609664917, -14.453010559082031, -3.4993414878845215, -3.3351821899414062, -6.832525253295898]",3720.654738425303,2869.7104717327716,1824.0667724609375,0.00015910115787520987,0.009048348
sar_sicily_43,0," Well, then my son's going to fail a science class. And when that happens, I'm suing you first.",0,anger,20,5.013333333333334,"[-575.9402465820312, 73.25940704345703, -39.77913284301758, 31.616718292236328, -13.907485961914062, -1.2624778747558594, -7.972580432891846, -14.690858840942383, -12.539085388183594, 3.866774320602417, 1.7692228555679321, -7.667534351348877, -2.27827787399292]",4668.807976521638,2758.341800668073,1811.7418212890625,0.0005351181994093225,0.014888265
sar_sicily_38,0, I've been texting you for hours. WHAT THE HELL?!,0,anger,21,2.8373333333333335,"[-476.0365905761719, 49.68727111816406, -39.568111419677734, 23.796926498413086, -11.411996841430664, 5.9175214767456055, -4.640414237976074, -8.978628158569336, 3.4245388507843018, -5.180678844451904, 1.9455022811889648, 0.037729326635599136, -3.0812671184539795]",4513.863160752279,3182.8998342009672,2118.08154296875,0.0025358789397361583,0.03271159
2_524,0," My new furniture, yes, and we're very excited about it.",0,anger,22,4.245333333333333,"[-651.4684448242188, 89.83390045166016, -19.799585342407227, 14.988295555114746, 2.451373815536499, 2.3046178817749023, 5.193950653076172, -19.469528198242188, -10.999491691589355, -2.3574225902557373, -10.196577072143555, -9.214946746826172, -6.7921624183654785]",4992.045887156048,3801.599134345428,1462.5032958984375,0.0001390382142072946,0.0075385883
2_527,0,What you want just here for the company? He's a sad Kaz Mahol extra!,0,anger,23,6.976,"[-608.2103881835938, 51.29104995727539, -21.110170364379883, 18.458179473876953, 0.8091670870780945, -1.1054446697235107, -4.723893165588379, -4.361624717712402, -3.5540783405303955, -12.280526161193848, -6.156219005584717, -4.890011310577393, -10.309364318847656]",5714.107062747652,4171.938439778631,1793.3724365234375,0.00038179399770334226,0.011491394
sar_sicily_30,0, Are you kidding me? That's in Rick! That's the last straw! I can't believe that I'm sitting here with both of my legs broken! And you're still asking me about getting those seeds?!,0,anger,24,9.045333333333334,"[-548.7593994140625, 27.283002853393555, -35.29994583129883, 29.890544891357422, -20.289426803588867, 6.507671356201172, -7.581761360168457, -19.669267654418945, -7.747229099273682, -6.897505283355713, -4.879601001739502, -9.261229515075684, -1.0441198348999023]",5621.743173780637,3763.37668142154,1938.2647705078125,0.0008037464939198404,0.017675562
sar_sicily_26,0," Be quiet for a second, I need to think through all these chunks of moron.",0,anger,25,3.0,"[-481.1568603515625, 92.242431640625, -16.560699462890625, 16.005451202392578, 0.546439528465271, 8.621122360229492, -9.496074676513672, -4.428470611572266, -2.2512989044189453, -2.6114425659179688, -11.972354888916016, -14.708157539367676, -9.963346481323242]",3007.539308484113,2115.8451942226834,1697.65185546875,0.001233004961424674,0.02677908
evelyn_9,0," And do it! I thought I could give the hotel to Mavis and Johnny, but he's going to ruin everything! I have to get out of this! I have to! I... I... I...",0,anger,26,13.397333333333334,"[-655.7412719726562, 70.825927734375, -0.9946067929267883, 14.509636878967285, 7.080230236053467, 3.049299478530884, -7.612104415893555, -17.81315803527832, -9.525474548339844, -8.853540420532227, -13.13388442993164, -9.682137489318848, -8.340214729309082]",3881.8682158337797,3574.5501030580485,1588.8843994140625,6.800471763512131e-05,0.0051599564
sar_sicily_10,0," All you broader mind control tic-tacs? A flag pan that unregisters you to vote? Yes, you all brats! You know this can't melt anything!",0,anger,27,8.999977324263039,"[-515.695556640625, 50.849029541015625, -14.590986251831055, 11.873417854309082, -2.348104953765869, -1.3876760005950928, -5.606679439544678, -1.8553839921951294, -3.236501693725586, -10.541247367858887, -8.078227043151855, -0.3727652430534363, -0.7737013697624207]",3306.241077527235,2624.5380379975522,1745.0118408203125,0.0006241819653765229,0.016069794
evelyn_14,0," You idiot, it was our dream! This is ridiculous! We can even get a good night's sleep anymore! Time to take action! Stupid mom and dad, they've never moved us none of this would happen!",0,anger,28,11.925333333333333,"[-761.2882080078125, 46.657257080078125, -24.763126373291016, 29.422391891479492, 16.250234603881836, 11.854782104492188, 4.723847389221191, -2.003298759460449, 1.324488878250122, -13.014684677124023, -10.914690971374512, -1.6504418849945068, -2.5980629920959473]",5117.9276264672635,4189.305902038105,2165.57666015625,1.4239375701104166e-05,0.002077889
sar_sicily_4,0," Hey, you don't know what's he capable of?",0,anger,29,2.0999773242630386,"[-458.0525817871094, 87.64258575439453, -41.85062789916992, 10.865408897399902, -22.269012451171875, -3.541884183883667, -19.743907928466797, -13.817022323608398, -5.183711528778076, 2.408029794692993, -17.642887115478516, -20.2841854095459, 3.197666883468628]",3263.935012338041,2412.981476172702,1854.465576171875,0.0008352230830644075,0.021983108
evelyn_21,0," I'm car-signed, Delusional! Do you know how hard it is to stay positive all the time when all you folks do is complain, complain, complain! Jiminy, mother, love and trust your strutal!",0,anger,30,11.680666666666667,"[-709.7472534179688, 66.87783813476562, -26.976417541503906, 17.80448341369629, -12.68730354309082, -0.2796940505504608, -3.734834671020508, -16.70827865600586, 2.594345808029175, -10.6322021484375, -10.416231155395508, 0.9798893332481384, -4.165740966796875]",4254.039073981712,3485.210520624635,1692.7099609375,2.1600453155946052e-05,0.0032065776
6759,0, Whoa! No drinks near the buck!,0,anger,31,2.23,"[-545.6834716796875, 123.49811553955078, -16.529760360717773, 23.734651565551758, 18.85312843322754, -8.21497631072998, -3.674456834793091, 5.147218227386475, -2.810568332672119, -3.571326494216919, -0.1347988247871399, -2.4880735874176025, 5.785325050354004]",2561.8965736337423,2080.4007036592725,1513.055419921875,0.00025309346653466894,0.012560165
5077,0, That kid kicked me really hard on the pl-,0,anger,32,1.94,"[-541.6866455078125, 104.95289611816406, -29.01027488708496, 27.13545799255371, 2.1842715740203857, 3.3771443367004395, -14.278230667114258, -6.5744853019714355, -6.773316860198975, -12.812533378601074, 4.609259605407715, -3.189338207244873, -2.461622714996338]",2647.256443695033,2287.7043102036746,1916.24462890625,0.0002199708433102421,0.011400665
6709,0," This is not a marriage. This is the world's worst hangover. LAUGHTER Ross, listen, if you do not get this ennormate, I will. B-",0,anger,33,8.490861678004535,"[-618.7879028320312, 102.37734985351562, -29.124624252319336, 7.932066440582275, -10.6733980178833, -9.902947425842285, -11.775931358337402, -8.586462020874023, -6.575223445892334, -13.330873489379883, -0.1274033784866333, 0.9903700351715088, -7.50235652923584]",2905.464626122764,2397.71498371686,1716.2872314453125,0.00010162385015527377,0.007933561
382,0, You kissed another woman?,0,anger,34,2.19,"[-446.3854064941406, 94.20965576171875, -37.88803482055664, 11.47842025756836, -9.04885482788086, -14.303986549377441, -10.732975959777832, -3.0567245483398438, -2.244469165802002, -7.498940944671631, 2.527200222015381, 0.2413979172706604, -8.303543090820312]",2943.1533909664404,2558.259816097098,1902.1756591796875,0.0016287499306348301,0.029639253
708,0," Damn it higher the girl. Okay, everybody ready?",0,anger,35,4.61,"[-630.7962646484375, 87.42373657226562, -23.4611759185791, 9.883993148803711, 3.1894588470458984, -0.9391212463378906, -4.999064922332764, -5.720208168029785, -6.404219627380371, -10.121089935302734, -3.2709009647369385, 1.5258586406707764, 0.3039928376674652]",5367.8731101688145,3800.1996232124484,1720.4300537109375,0.00019319072440449482,0.008806693
1802,0, Where is Colamide? Where the hell have you been?,0,anger,36,3.94,"[-567.9671630859375, 100.88229370117188, -28.4299259185791, 12.220796585083008, -7.863336563110352, -11.49571418762207, -9.081960678100586, -9.446513175964355, -5.72995662689209, -12.08678913116455, -5.749329566955566, 0.9790977239608765, -2.280651569366455]",3378.5817663118914,2429.73122184878,1705.710205078125,0.00023983879936363426,0.011461826
12108,0," I don't have to answer your questions, okay? I'm a big boy. I can do whatever I want.",0,anger,37,4.78,"[-583.301513671875, 116.21351623535156, -9.430379867553711, 19.63606834411621, -3.751861810684204, -9.088537216186523, -2.197932243347168, -10.946625709533691, -12.959550857543945, -13.089085578918457, -11.7980375289917, -8.29403018951416, -0.39860352873802185]",2558.4824366450594,2247.807642169501,1499.815673828125,0.00024821835429038737,0.012954514
10373,0, They didn't take any of my suggestions,0,anger,38,3.39,"[-478.33331298828125, 99.22726440429688, -42.092647552490234, 21.05200958251953, -3.16534686088562, -4.859520435333252, -13.014934539794922, -11.378151893615723, -6.662260055541992, -9.273608207702637, -1.0623950958251953, -0.5267459154129028, -5.784387588500977]",3516.4394130180094,2698.702371352926,1720.954345703125,0.0008078829604355109,0.021692544
588,0," No, seriously, what's wrong with you?",0,anger,39,2.73,"[-457.6755676269531, 122.62525939941406, -41.97624206542969, 1.3205090761184692, -11.937822341918945, -13.360989570617676, -13.614892959594727, -4.697673320770264, -11.202201843261719, -12.014684677124023, -4.002843379974365, 2.1428325176239014, -1.1007856130599976]",2680.2373196294056,1855.440804260529,1670.403564453125,0.0011993442676812216,0.028903412
7492,0, Never! Never!,0,anger,40,2.22,"[-554.21875, 124.69176483154297, -37.04930114746094, -5.073396682739258, -15.973893165588379, -16.713830947875977, -11.417263984680176, 8.331791877746582, -4.240318298339844, -12.323429107666016, 2.0047314167022705, 3.3106448650360107, 2.995213270187378]",2565.03767417106,2521.8829200119253,1795.140380859375,9.978894171769626e-05,0.0058398074
4766,0," They're not rostre just saving them for the important people, okay? What if I was the president?",0,anger,41,4.84,"[-513.060791015625, 79.7449951171875, -13.169087409973145, 20.88239097595215, -14.187183380126953, -2.1045055389404297, -10.378467559814453, -11.611894607543945, -8.576841354370117, -9.83448314666748, -11.493165969848633, -7.926724433898926, -14.933350563049316]",3201.7290933781933,2433.396161553577,1716.2493896484375,0.0007938139732759602,0.021815173
4363,0, You ordered a stripper for the shower that is totally inappropriate.,0,anger,42,3.32,"[-492.1748352050781, 102.97181701660156, 2.920044422149658, 19.469661712646484, -4.5024285316467285, 8.439659118652344, -19.9300479888916, -9.000864028930664, -7.495230674743652, -6.990561008453369, -2.7044947147369385, -4.563498020172119, -7.339129447937012]",3135.4628682384487,2350.618782590875,1552.4544677734375,0.0007670224600403901,0.021050438
1_1666,0,Would it work if I just punched you in the face?,0,anger,43,2.2613333333333334,"[-684.31982421875, 102.94884490966797, -14.06147289276123, 17.68821144104004, -4.641938209533691, -2.5747323036193848, -7.113650321960449, -4.729380130767822, 2.159407138824463, -10.733304023742676, -9.494388580322266, -1.442893385887146, -1.908292293548584]",4116.490653913832,3581.209509433287,1819.830322265625,2.6522893985768535e-05,0.0036314842
5094,0, You can't leave me with them. We're we're a team. We're playing the zone. They're gonna triple team me.,0,anger,44,5.03,"[-625.3460693359375, 80.2347412109375, -28.13759994506836, 15.5236177444458, 0.28154870867729187, -11.664190292358398, -15.720529556274414, -5.741509437561035, -3.7850754261016846, -14.057464599609375, -6.960061550140381, -10.375224113464355, -3.7548091411590576]",3057.4695364258264,2762.0392159477083,1817.822265625,0.00011875882619103002,0.008387699
evelyn_27,0," Well then, the name means that this... This was all a lie? You didn't want to have any binding time with me. You just didn't want to give me the hotel! No!",0,anger,45,10.517333333333333,"[-627.1185302734375, 58.965782165527344, 1.9075733423233032, 25.72334098815918, 3.0429019927978516, -1.8249773979187012, -8.050115585327148, -15.78717041015625, -8.067611694335938, -9.561095237731934, -12.356159210205078, -9.324705123901367, -7.64245080947876]",4545.287264744933,3715.0201306463046,1500.302490234375,0.0001424610554325653,0.008110415
1386,0, Do you think you can knock up my daughter and then not marry her? I want to kill you!,0,anger,46,6.19,"[-485.4753112792969, 84.44419860839844, -16.135398864746094, 1.1109765768051147, -5.3697710037231445, -7.164212703704834, -6.142512798309326, -5.202192306518555, -6.0911688804626465, -4.117156028747559, -2.663550853729248, 0.32393118739128113, -0.9237658381462097]",3069.6738103878292,2593.100235838837,1588.9727783203125,0.0010457384272304943,0.021954069
1_1484,0,deal is that nobody touches food on my plate.,0,anger,47,3.776,"[-680.9223022460938, 88.2781982421875, -18.34848403930664, 30.538217544555664, 17.196266174316406, 3.8187665939331055, -9.439871788024902, -13.784743309020996, 6.735427379608154, -7.134676456451416, -16.50520133972168, -9.84864616394043, -6.665229797363281]",3835.0985358967014,3049.2085405405433,2016.03076171875,3.240760521026654e-05,0.0043854737
2428,0," I am you Monica Geller, hyphen bing.",0,anger,48,2.38,"[-560.3502197265625, 96.86834716796875, -34.73793029785156, 5.603297710418701, -5.57113790512085, -6.675832271575928, -22.051090240478516, -14.934829711914062, -5.439725399017334, -9.740771293640137, -3.5123934745788574, -4.267012596130371, 2.068061113357544]",3108.193564345532,2763.258207703591,1729.5162353515625,0.00022023768933726763,0.010998844
1323,0, Oh my God! Go away! Stop looking in here!,0,anger,49,7.24,"[-644.7073364257812, 75.11945343017578, -14.23364543914795, 3.562129497528076, 1.9987307786941528, -3.279677152633667, -10.418020248413086, -3.2365386486053467, 0.5203448534011841, -5.278947353363037, -0.829153299331665, -0.7034235000610352, -1.7651528120040894]",3803.6258154415873,3448.7156877716316,1534.6297607421875,0.00016138215829115154,0.008370442
2561,0, You know what? I'm not talking to you. You go back to sleep and you are your rapist? No.,0,anger,50,5.53,"[-596.7941284179688, 86.38394927978516, -23.326295852661133, 19.486364364624023, -1.650632619857788, 5.467947006225586, -11.933370590209961, -5.749806880950928, -4.0423078536987305, -13.860026359558105, -0.08678148686885834, -6.340327739715576, -1.4455724954605103]",3736.2414308390485,2890.0665457961322,1649.7327880859375,0.00015252496226843897,0.0091863265
7478,0, just a friend that's all.,0,anger,51,1.46,"[-547.5341796875, 102.72123718261719, -15.103861808776855, 38.629390716552734, -19.236173629760742, -10.163656234741211, -9.97416877746582, 2.110790252685547, -20.1015567779541, -8.120963096618652, -7.699365139007568, -17.67268943786621, 1.5458004474639893]",3454.1609019630337,2030.3430548298145,1707.0614013671875,0.00026669495000505373,0.014078404
3278,0, I don't have time to convince you because he's only here for four hours and I'm going to go,0,anger,52,3.73,"[-574.4681396484375, 106.72208404541016, -6.494086265563965, 16.78194808959961, -3.1716878414154053, 0.8259254693984985, -9.236809730529785, -7.387085914611816, -9.798700332641602, -11.195932388305664, -5.436682224273682, -8.53536605834961, -7.394632816314697]",2735.7520198006455,2014.6267745406626,1585.8074951171875,0.00015835483359447547,0.009818126
10973,0, It was my idea.,0,anger,53,2.02,"[-504.62921142578125, 125.677490234375, -51.00178527832031, 16.466989517211914, -9.001275062561035, -9.921265602111816, -12.437578201293945, -1.3003090620040894, -2.2472689151763916, -18.809179306030273, 1.2008651494979858, -2.5288100242614746, -7.351690769195557]",2551.1917924293357,2148.1018220441097,1595.902099609375,0.0002469702591939629,0.013231017
4253,0," I asked you to guard the ring. I know, I'm sorry.",0,anger,54,3.07,"[-584.276611328125, 103.33354949951172, -20.387399673461914, 22.806283950805664, 7.525370121002197, -2.8296406269073486, -14.067200660705566, -14.255093574523926, -4.809996604919434, -13.226261138916016, -13.319814682006836, -9.665319442749023, -4.487074375152588]",2191.201283685793,1795.5424204403625,1733.35009765625,0.0001864439029484113,0.012000937
6096,0," Did you not hear me say, do, who'd?",0,anger,55,2.44,"[-600.7619018554688, 99.41627502441406, -15.937444686889648, 27.41211700439453, 9.055425643920898, 9.006077766418457, -7.93336820602417, -7.407654762268066, 8.362141609191895, -7.739116668701172, -6.7610015869140625, -3.4083197116851807, -6.634500026702881]",2397.1017401205127,2531.869916354204,1920.7608642578125,0.000162845712395646,0.0097067505
8252,0, It doesn't matter because it is not true.,0,anger,56,3.19,"[-554.5933227539062, 107.99922180175781, -28.752784729003906, 23.114965438842773, -5.513007640838623, -9.330965995788574, -13.3896484375, -7.447781562805176, -8.32878303527832, -12.214681625366211, 3.750861167907715, -6.985344886779785, -5.02941370010376]",3394.4897936077873,2650.1693518804445,1624.951171875,0.00033578468715235574,0.013177956
1044,0, But this is my home and I want to be able to come and go whenever I want,0,anger,57,3.86,"[-615.19970703125, 130.1991729736328, -5.22635555267334, 17.828502655029297, -0.9594277739524841, -7.908946514129639, -2.3621418476104736, -3.1914479732513428, -6.781035423278809, -8.993108749389648, -7.32977294921875, -14.735876083374023, -6.632447242736816]",2115.1743003945176,2221.08996421357,1577.0474853515625,8.51322315387229e-05,0.007317446
4841,0," Well, why don't you tell me what you're supposed to be, huh?",0,anger,58,2.98,"[-632.7860107421875, 69.42645263671875, -12.861684799194336, 27.62689971923828, 12.415223121643066, 1.4653918743133545, -7.59037971496582, -3.096909284591675, 1.5510315895080566, -2.5411038398742676, -5.208016395568848, -6.321547508239746, -2.52323317527771]",5742.688500139712,4015.50038672778,1845.3525390625,0.00017289908247335522,0.0076471292
13335,0," Oh, what are you stupid? It's been three hours. Is that all?",0,anger,59,6.07,"[-618.2399291992188, 86.8880844116211, -21.664546966552734, 3.7506158351898193, -12.606294631958008, -14.081552505493164, -9.390357971191406, -5.753162860870361, -11.595345497131348, -10.91352367401123, -3.543301582336426, -2.8728835582733154, -1.412763237953186]",3347.6608886066306,2666.484394555745,1555.4368896484375,0.00011170967156573532,0.0075371237
8117,0, What the hell?,0,anger,60,1.9,"[-514.1489868164062, 138.69996643066406, -47.071998596191406, 9.071883201599121, -17.6177978515625, -4.499201774597168, -6.61725378036499, -1.8464150428771973, 0.199030801653862, -17.23525047302246, -2.415313243865967, 3.079545021057129, -1.2597789764404297]",2558.400949966266,2654.9757908529796,1735.9984130859375,0.00013781368967200367,0.008620636
2770,0," Like, like I did something terrible to you.",0,anger,61,1.92,"[-577.37109375, 133.19683837890625, 1.2366729974746704, 29.848604202270508, 7.021000385284424, 9.317277908325195, -3.201333999633789, -7.95121431350708, -0.09306758642196655, -7.276554107666016, -7.645603179931641, -13.591897010803223, -9.559748649597168]",2110.565160708033,2396.345456754258,1474.8411865234375,0.0001529544839693215,0.009506713
2562,0, And you are your rapist? No.,0,anger,62,2.48,"[-574.2841796875, 113.99301147460938, -16.03899383544922, 25.677907943725586, -4.49692440032959, 8.384077072143555, -5.374488830566406, -6.992753505706787, -6.187005043029785, -9.212982177734375, 3.678614616394043, -6.197221279144287, 0.722902238368988]",2928.776790109416,2594.1002429561986,1614.1934814453125,0.00015762793835546546,0.009537602
299,0," David's heart will be broken. It'll be too hard for them to recover from and then Phoebe will end up alone again. Man, that's some bad advice.",0,anger,63,9.66,"[-623.9769287109375, 76.63261413574219, -15.427295684814453, 6.722099304199219, 0.9338972568511963, -9.276878356933594, -14.387487411499023, -5.654168128967285, -7.607453346252441, -10.653825759887695, -2.2439651489257812, -4.347671985626221, -3.617462396621704]",3642.457169708454,3171.5851494596363,1768.9091796875,0.0001382260979768514,0.0077701355
11449,0," Oh, oh, oh, I respectfully disagree.",0,anger,64,2.52,"[-552.7460327148438, 121.63275909423828, -20.20781135559082, 26.288597106933594, 8.691709518432617, -0.09408821165561676, -15.268939018249512, -7.926826477050781, -6.877871990203857, -2.8990981578826904, -3.0324552059173584, -10.200284004211426, -8.950027465820312]",2624.4232163061397,2278.8359131586726,1795.447509765625,0.00029944446737958577,0.013431732
12756,0," Oh god, get out!",0,anger,65,1.34,"[-451.8947448730469, 112.94308471679688, -28.895065307617188, 9.255953788757324, -4.541736602783203, -6.987776756286621, -6.84368371963501, 10.61982250213623, 3.5522539615631104, 0.37953802943229675, -1.213569164276123, 4.29569149017334, 5.592868328094482]",2939.96288818098,2514.5148946254067,1528.231689453125,0.001472808562120044,0.028864387
47368,0,i wonder what this is about,0,disgust,66,3.103125,"[-643.104736328125, 87.99048614501953, 21.01827621459961, 33.0972900390625, 24.66790771484375, 13.30207633972168, 5.155072212219238, -7.655346393585205, -2.9333252906799316, -2.2639570236206055, -4.467717170715332, -6.19338321685791, -10.946097373962402]",1409.1397219424832,1392.7347723621701,1286.37060546875,4.0246215831837266e-05,0.0038605172
5327,0,I don't like that word,0,disgust,67,1.31,"[-621.9827270507812, 124.00115203857422, -3.891660213470459, 26.643814086914062, 4.27816915512085, 15.48084831237793, 2.4785823822021484, 0.37641042470932007, 2.621062994003296, -1.8411520719528198, 7.9571428298950195, 4.251009941101074, -0.7356371879577637]",3185.6585499917237,3465.2081773407276,1373.18310546875,7.990174984288553e-05,0.006070005
