,sarcasm_label,sentiment_label,emotion_label,id,duration,spectral_centroid,spectral_bandwidth,pitch,energy,loudness,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8,Unnamed: 0,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,TEXT_1,TEXT_2,TEXT_3,TEXT_4,TEXT_5,TEXT_6,TEXT_7,TEXT_8,TEXT_9,TEXT_10,TEXT_11,TEXT_12,TEXT_13,TEXT_14,TEXT_15,TEXT_16,TEXT_17,TEXT_18,TEXT_19,TEXT_20,TEXT_21,TEXT_22,TEXT_23,TEXT_24,TEXT_25,TEXT_26,TEXT_27,TEXT_28,TEXT_29,TEXT_30,TEXT_31,TEXT_32,TEXT_33,TEXT_34,TEXT_35,TEXT_36,TEXT_37,TEXT_38,TEXT_39,TEXT_40,TEXT_41,TEXT_42,TEXT_43,TEXT_44,TEXT_45,TEXT_46,TEXT_47,TEXT_48,TEXT_49,TEXT_50
33,0,0,anger,34,2.19,2943.1533909664404,2558.259816097098,1902.1756591796875,0.0016287499306348,0.029639253,-1.5351679064363772,1.3354292168786497,-0.3536888985265788,1.7035197874108678,-0.08511767460634007,-0.8900986641164653,0.9860783947687324,-0.19580099705839835,33,0.0,0.0,0,-1.5139320577708493,-1.1916200480314272,6.837299252947908,-6.402249998937956,11.272399723489784,-1.036661981628002,-3.6003046287867497,6.6383476052906705,-0.6765523913135036,-1.2170420895416898,7.289621596372914,3.313387072231808,3.616024989288775,-2.5852338437630253,0.7892618101517332,-5.31666034372659,-5.814485801571998,-6.459034874971478,-2.69337032605513,-0.05068674381335889,-0.709792708458041,-0.21196134811972633,3.9551640216075605,2.2494788458493176,-2.9124438726835686,1.5302929611773446,1.647849441817682,4.140817769083534,3.1052094821020306,2.915545531004986,-0.5951017113732067,-3.809127912702201,1.8477096482507036,-0.32844167932063534,3.1768914369080665,-3.1110487764093944,-3.256629528770477,3.7950734564961097,2.567539028709055,3.265310436753237,0.7210329060891723,0.1247218037261999,1.7025938067745972,-0.283938129843349,-0.945720900729786,-3.663543530041156,4.4966606502336,0.44082887966566514,-3.458966448173284,4.642059543765113
38,0,0,anger,39,2.73,2680.2373196294056,1855.440804260529,1670.403564453125,0.0011993442676812,0.028903412,-3.143015027147315,1.4096678404494791,-0.9575795673062577,1.193688876211479,0.6455467393402216,-0.5614201794485218,0.8870562066126109,0.01451869432605624,38,0.5811354281072467,0.5865626387317798,0,-4.518933058629335,1.3509577641736905,0.3185471292544219,-1.6013339030627596,-2.9331505582717683,6.055580315742482,-1.0695947619362438,3.6952120915300397,4.00119995615054,-2.4740579915684533,-1.3527556303202084,-5.072181354973882,1.2864008638747528,2.8065250303881903,7.2378983047275245,4.096490176316398,2.469958752847764,-5.144471057814209,-2.5579262994359895,-8.66648863767347,4.752584489474413,4.817059196871256,-2.1351846841041238,0.8052302858426734,1.0289460733415392,4.4801598609819795,1.32194436809677,-2.997825910729396,3.982040835146486,5.612343448976176,1.5444199753447547,-2.434748791024307,-4.13164843286204,0.5523612395772786,-2.6177035783115326,1.739661533581038,-0.149560701273171,0.3967717630454892,1.0120839561379062,-1.7271649423331017,0.8836422498398163,-0.5130700294904955,-3.4978337591512023,0.5119705877753998,-3.971617605034591,-1.8379971413778997,-2.372856605692018,0.34126282691336685,-4.062195099984935,-0.32393256244472013
45,0,0,anger,46,6.19,3069.673810387829,2593.100235838837,1588.9727783203125,0.0010457384272304,0.021954069,-1.062095067558566,1.5629446723514224,0.3576906349906821,0.846249366546348,0.25747856445782824,-0.17075510285180312,0.2808617392363688,0.7284386963372195,45,0.0,0.0,1,-4.524402715502385,2.762787740909134,-1.9086517041076103,-6.96001920768926,3.320874201725676,-2.7905665157198443,0.7447878293702838,3.0368182435460165,-2.994264893979675,0.9428746130089561,3.6881097522377404,-1.71900863877939,5.038609340051309,-0.6061514414347613,-2.2214721490900944,-2.293202522826351,-1.3328093547118882,-0.18944044226101972,2.7094245937671424,-0.6705622168959333,0.9494518169489232,1.251150507247698,-1.0854901733376294,0.529586971819361,-1.4935076385413737,0.9425779764625467,3.2043060828293344,0.465955659200828,-0.6661048981219078,0.8590812502358132,0.7081166523924409,0.4763507760937846,-1.8946403607321889,-0.8063152453751943,2.9483858158455307,0.5942633220218236,1.543982576967628,1.793589255262698,2.5265510111793423,0.2165971776267874,1.4836325917051663,0.5378932645480612,0.09128552726435846,2.859004343355676,1.1899145753042852,1.1039255904848164,1.4254149405850196,-1.1610184245117074,-2.210917111333994,-3.028815542647822
46,0,0,anger,47,3.776,3835.098535896701,3049.2085405405437,2016.03076171875,3.240760521026654e-05,0.0043854737,0.23349856168583089,-2.403073079318199,1.3059151881404816,-2.4135526438638744,0.4230717769922516,-0.5520612538863132,0.4213505988552124,-0.9387284084879577,46,0.0,0.0,0,-3.1195180890844885,-8.215317124453236,3.071046241838096,-0.764562962716829,1.3956314487588048,2.1803906608274675,2.1863517846850833,-1.502734363078122,-0.01620252516802681,-0.5448246158341914,0.6854592609913719,0.6973457109349948,-0.6369426572700428,-0.8760019704258,3.2734041403399665,-1.0713883522776586,-1.3570027187996863,1.4682759724357763,-1.280882185929714,-2.896097037283451,-1.9093466971919932,-0.0736801555088066,-1.9519664234800853,-2.353564505172327,-0.9369261396053624,0.6246575895404539,1.5277606806307498,1.3984525480390577,-2.850302928227191,-0.16201405181399756,-2.528751320002984,-0.19954295149935658,0.23755942266429056,1.8930530691351612,-1.2768983716863003,2.1940996134280955,-1.075737859918753,0.006460203212551641,1.205890665487858,-3.5760284491985974,-0.6555254778203097,3.535901457697782,-3.3533302961340743,-3.5593981511422648,2.411389673646402,0.7208345142755044,0.45544856139166257,0.025673528677176732,1.0892946080390065,-1.282501713818252
55,0,0,anger,56,3.19,3394.4897936077878,2650.1693518804445,1624.951171875,0.0003357846871523,0.013177956,-1.7158866287331302,-0.2750513979963577,-1.4702589906119414,1.0583377891631716,0.34321761872205186,-0.1550478963723211,0.10522089093400139,0.14419038032181966,55,0.0,0.0,0,-5.793603239292707,-4.375211046806915,0.1734889890832027,3.3487313467017064,-2.2881745671194387,5.240355644113338,1.0710044056741859,1.548943369001587,1.69619932458732,-1.8548572253165203,-0.18115457395519535,0.6944435136452816,-0.19055218207048674,3.98120058185366,6.074789165733673,0.18547523460757787,3.730968201426495,4.1208654284464075,1.3300011235067195,1.1325287293161301,1.693902703590481,3.8020585909331004,-2.7360984519515124,1.0973654285640895,-3.795502675716217,-2.0765287072678147,0.4902403671621203,1.857337125299682,0.3188822239268772,0.2456455385724563,-5.039122378509012,-0.7464112804898396,3.3769652229615854,0.34005476833831927,0.5532049433545616,-1.95811922235004,4.146468929911139,-1.0865200577128686,-0.18411297107084246,4.216360556893948,1.017317361980677,4.670734673451024,-0.028559503220552285,-0.2565661782559431,2.4551956138286894,0.6948334393710862,-1.4068826184639889,-1.2636728256184204,0.2454830675551752,-2.5868401425729695
60,0,0,anger,61,1.92,2110.565160708033,2396.345456754258,1474.8411865234375,0.0001529544839693,0.009506713,0.6908326760681648,-2.72565177083327,-0.44681489440192995,-0.08039411680674052,1.3943599655099734,-0.4422329788264314,0.40711354285647455,-0.26879084630893574,60,-0.7833716494915057,0.9459077395116914,0,-5.586393045041704,5.609604712324918,-2.3068439066021202,-0.09750284703364802,-5.040827059104399,-0.6030566202857073,-0.4284525666249978,-3.101314742319336,4.602603888216062,-1.1079737083798216,2.8640282387068066,2.514178910952653,1.8369244280216994,3.575432589975092,-0.6359591062757313,2.956209450477118,0.046112712237509124,1.2457208514002982,0.7635414717912098,0.28298426864373194,0.33259807626461024,-3.5607857910860616,0.8417608046046929,-1.9679106464439198,-2.076326598314792,0.69570733114345,2.2050647000845225,-2.193897181155006,2.4319293366921153,-0.2168602384878702,1.9318426932563646,2.2219621648833563,-4.085853477721395,-1.1143475667473133,-0.4866474787037452,-1.6134754984796442,-2.1584880059553364,1.69724776693795,1.5762779463918513,1.944783712745279,-1.5376757501922016,1.6546515497487833,-0.4971116180822615,1.808708043346903,-2.1009249423618606,0.6051189792184004,2.37241262498611,0.2130941343217368,1.0455322641120883,-1.4445636308798302
66,0,0,disgust,67,1.31,3185.658549991724,3465.208177340728,1373.18310546875,7.990174984288553e-05,0.006070005,2.3519849429242834,1.5922800859512718,-2.3395748026283285,-0.338283604758129,0.10842508606907142,0.2244537672461076,0.9562320635524973,0.3002678790001492,66,0.0,0.0,0,-0.29036623644200366,4.962440895786738,-1.10570515919657,3.354460387982435,-0.4453296874264443,-0.872482574554425,6.57871357745783,-0.9118456198889451,1.8737833845725342,-3.0770780265708644,-0.26267069419047795,-1.074501327657122,-1.5086984898461115,5.590858107778628,4.515612578970753,4.668393492409512,1.490587877621497,-1.3499768328600055,0.4784491366502471,0.8133696632906477,2.085677312894287,-3.258195069439494,1.4478173479466285,-4.447029973840466,-4.0738810489803825,0.5048583285623134,-2.322065349053223,-1.60431480658693,2.1657684656805287,-1.616404381788474,-0.5089052614718793,0.886448395187918,-1.1874049711815136,1.809056959342878,-2.665026840734722,-1.82989657129791,-0.8925640704875725,-0.3817048077731394,-3.6081251273774866,4.012659288491513,-3.3393267220173324,1.196803593319542,-0.6292817242415321,-0.7601760897483427,1.774595438310599,2.541375271980254,6.060389117690729,-2.485689214386825,0.09507717249485304,1.1282315291023877
67,0,0,disgust,68,3.036375,1792.0085537141645,1501.6702759911473,1307.614990234375,7.369973602489653e-05,0.00477222,4.391546774998898,-0.1384388977775378,0.666789413407825,0.29556243759408507,-0.6753528896355951,0.0004698131613038413,-0.4314434742407022,0.036114855913702226,67,0.0,0.0,0,-1.2863723929928301,-18.279766683095016,19.108960397927255,19.59579621143412,-6.324636832162442,-8.258772941631474,-0.8742763257147064,-4.233318261438407,-5.554168275185984,-10.274044922566679,2.1212038190310603,-4.764878642260159,4.406706562470317,0.9406973239337553,-0.8542724164490936,-3.666799314992671,-0.9042314903984578,0.5037986711975871,0.31659803335400816,-0.8498900609953511,0.10704109209170592,-1.1543732453052566,-0.33085902132114187,0.02938064718683686,-1.5620749510599556,0.35081530672832145,0.0028199748659809565,-0.8700096252607962,-0.07785756736049187,0.47163108515331686,0.9361834354139793,-0.17246364120122432,-1.3834509738471539,0.3073187915473887,0.3312709496914593,0.461700846888695,0.5873128494650077,-0.3847392519196846,0.5935151017881138,-1.4608487153016991,0.18603623629402577,-0.5352502138598835,0.015379301327335108,0.32422330014127454,0.5193035732696084,0.49613171120181715,0.20478179207790628,-0.6634838610036697,-0.20607091519274393,0.26018096859547946
68,0,0,disgust,69,2.1688125,1525.3372085415588,1510.4809343341458,1025.0771484375,3.16804844805227e-05,0.0048047816,2.0518799403775136,0.7013778011023416,0.478016864607814,-0.7734670517083018,1.812332543819885,-1.6137792950656815,0.6076369872450582,-0.0781870964966375,68,0.0,0.0,0,-5.63450444348933,3.557353034315875,-10.221968941934989,21.860432207529918,0.8620526121425007,8.623722033015166,1.937908903070869,9.108718334586662,-0.0038572111262081404,4.777324720468611,-0.8005980195683011,-2.108490500769164,0.6261997746462713,-5.373187330574438,-0.0848913218582329,1.6084431086243494,-2.633574557939363,0.396512971147744,3.206035160457774,0.3572052736883766,-2.36367860890814,0.8140457759349824,0.34819528565396995,-0.4511467187433787,0.04341646903773366,-0.11150006200768403,2.5116730137364245,0.4181946726084209,-0.08576034837835123,0.8678129399966217,1.0157520418921315,-0.2879850515149064,0.08656914983174568,-0.6914565330687833,-0.23369753456768277,0.05931264414226445,-0.28239090236764874,0.3870891316796232,-1.052663150568327,-0.4979978392563764,0.4149912042233929,0.20663849836059178,0.215742290516109,-0.33584857003959845,-0.942354089358118,-0.1835056840933048,0.20786027262493778,0.1189853391079923,0.7991862351029184,-0.09960403457109723
73,0,0,disgust,74,2.602625,1713.4703239453304,1160.1989860197648,1222.375,0.0011246145633253,0.018075991,1.3342966286557496,1.2681758372677363,0.6947865015980451,1.3902789809275002,0.136677008720376,-0.8035633709701976,0.5760990950736933,0.5150194234550012,73,0.0,0.0,0,8.775308930003801,1.1316301110268159,-2.952738325866142,-1.7091887796418452,-1.1762900476973335,-7.026369321805875,1.9785854149675142,-1.1873523963078665,-3.363467957772012,0.4204373483669753,0.6954421683481308,-6.910560558794487,0.3028044025350555,-1.3319959414433606,1.9135972640282721,1.6759334149944372,-0.7238594249855479,-2.0678755037022176,3.391082558036752,1.5985240480181973,-2.3374597784207283,-6.433641335539028,-0.6560376570709435,3.6425410732895855,-1.869505659487984,-1.8211782665499308,-6.628671570740678,3.959493057548501,2.3702533511680297,-2.6928752689937703,6.087103382582093,-6.447671395233058,-2.5864510905095646,-0.1741517054260204,-3.7020389333374704,-1.1321472542973385,1.6573717374422852,2.374779266925614,1.502788117887131,-0.20609398355118924,-2.7267785653828405,1.2358530916649755,-0.33846279134508683,-4.304089063256744,-1.23730977246012,-1.301924582997915,-0.31869516855295793,0.5276410529431506,3.221221596371212,-1.2108776351748716
75,0,0,disgust,76,3.1698125,1734.1297350025895,1461.5577928123364,1436.1146240234375,0.0001600321237509,0.0067370683,3.425648066629877,-0.2805763735989016,1.033685686854171,0.04349180249881679,0.20864445839855336,-1.031473828193819,-0.2332885110923312,-0.058071874516811756,75,0.0,0.0,0,0.8409110162740862,0.2590473691386612,-11.294741303788411,3.787710575494023,9.757325742541784,-8.074710556306153,1.130476472404422,-4.765711534763218,1.963378912177,-2.235531660803186,-1.0493222613831557,-2.3086066719871066,1.3345377161024328,5.5031645793504795,0.6623574727809414,1.435586164902211,-3.719587884325448,3.5418085658729987,2.0721640491200572,-0.5945642341883979,0.10869489340045585,5.262665766284713,-3.2889477167164998,-3.077419212691418,0.2944652099216447,2.3580922465271423,-2.9063866220619197,1.3905779462636318,2.3100431542527873,-3.086659116282664,1.4724776500709207,1.6660432073521563,2.763123899637101,-3.5432966770399927,-0.10774563455394692,0.7318531228873351,-2.7526319775344223,-1.6644311492026045,1.1110739995057295,-1.8750508171778881,0.9844284299432178,-1.859504534733117,-1.200199166743953,1.3121770873584389,-1.0883715744673474,-1.3225238559618804,-2.230435398218158,-0.24405259514488375,0.12084978566996629,1.2505154516772785
