,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8
55,0,anger,0,56,0.0,0.0,0,-1.7662464086261196,-0.20949636351551928,1.7351168160607233,-0.37389970294059527,0.15122308490881356,0.19420019706284558,-0.12069097099007207,0.2000282741730633
60,0,anger,0,61,-0.7833716494915057,0.9459077395116914,0,0.6500621760785129,-2.5948405030459827,0.521330123825467,0.04246599641684762,1.7971823087334065,0.2628793416583562,0.06605377859774084,0.18704772128227073
66,0,disgust,0,67,0.0,0.0,0,2.377281257151555,2.117447071552982,1.3506537530886638,-0.8698786631993758,0.9569412919060772,0.052672058397035156,0.9214968082114809,-0.57398935977002
67,0,disgust,0,68,0.0,0.0,0,4.427522514810274,-0.2954816722933331,-0.367658352276481,-0.03064860539381998,-1.0129014845474333,-0.2038894366169165,-0.3043391584733346,0.13361715851400888
68,0,disgust,0,69,0.0,0.0,0,2.001544306908064,0.7498978727051994,-0.24013599437292923,1.1974392948578112,1.9330868576330877,-0.947107661985327,-1.055047595953912,0.6885241307863199
73,0,disgust,0,74,0.0,0.0,0,1.3070462946223067,0.902708505616723,0.779753750680176,1.6528922668082815,-0.8317564089823737,-1.423044119027897,-0.5035951343470545,0.10606982973265798
75,0,disgust,0,76,0.0,0.0,0,3.4158261861613295,-0.48594076656189944,-0.4972261310065329,0.5158128045850369,-0.06755367163921576,-0.8895026498841495,-1.067467095304422,0.7000008722762991
77,0,disgust,0,78,0.0,0.0,0,0.7621989314893955,1.1521587258452244,0.9822947639661115,1.4296966324109697,-2.2976369504225542,-0.7629158394828783,-0.8189426346135626,-1.0694832384477395
82,0,disgust,0,83,0.0,0.0,0,0.6462180051659865,0.8527308669652395,0.11207312493721884,2.670403977480143,-1.3751270161844726,0.24816603573175303,-0.6816973196327977,-1.5723202920547372
84,0,disgust,0,85,0.0,0.0,0,1.94036251458858,0.33533720397151395,0.23055446095628337,1.481930166978381,-0.3123071446582214,-0.5321167595030311,0.007476781934201218,-0.887610981166599
86,0,disgust,0,87,0.0,0.0,0,-0.05493026767286614,-0.22386736733517285,-1.1430607567396212,-1.1733062644026764,-1.225724606642147,0.20679847450878372,-0.46847730954978234,0.599159705027347
90,0,disgust,0,91,0.0,0.0,0,4.547683772065102,-0.6623557655791668,-0.6410257368220669,0.04168705033365819,-0.5547434121980906,-1.002276641421037,0.672185289054591,-0.4196263582374115
92,0,disgust,0,93,0.0,0.0,0,2.988382440387565,-0.2630675210411013,1.1926130314830734,0.03943052595595114,-0.0794325743009106,-0.6694817127229072,0.39304059042922235,-0.6659446489189879
97,0,disgust,0,98,-0.9738661307210756,0.8668254388518762,1,-2.203440526566387,-1.1295008422846131,-0.3565361945980099,0.09796391576915124,-0.126798903593595,0.16814385077679594,-0.5188440418502387,0.44132191059829773
101,0,disgust,0,102,0.9820423199121068,0.9377431463027488,0,0.16776634180365313,-0.23333834932727432,0.3098935660463388,-0.575599015415356,-0.5038577385339996,-0.5714103101630534,0.6986542931254869,0.29539619291097535
104,0,disgust,0,105,0.0,0.0,0,4.533221402887983,-2.2331333635082373,-0.2612725532985545,-0.401409134219929,-0.11566965029181611,-0.10263621222847318,-0.08367445486546259,-0.7074123871366795
108,0,disgust,0,109,0.0,0.0,0,2.3013661216813883,0.614839654368427,-0.003501608060171964,1.9097688636688115,-0.470511267263091,-0.5403582635618934,-0.36322160345874765,-0.9888602292344696
109,0,disgust,0,110,0.0,0.0,1,3.1168630752554196,0.2571559997448861,-0.29102161749619254,0.6036898971738682,-0.9811416542134477,-0.42084778239227855,-0.014611359006389732,-0.3885346796194105
111,0,disgust,0,112,0.0,0.0,0,3.6800509265821404,0.47661830308029146,0.5709580416966198,-0.004500313127037183,-0.14139356764243416,-0.5437122598626907,0.05239643674200334,-0.5672893952828242
115,0,disgust,0,116,0.0,0.0,0,3.324078691008829,-0.5020327615342831,-0.4718985572718118,1.4421525639264123,0.8031109752879878,-0.725343697521123,-0.0931739945410803,0.4525388390875571
119,0,fear,0,120,-0.8274711484873278,0.8596524335262045,1,0.6033042134790969,0.060931736384185246,0.29290924595749135,-0.20853871136465113,1.455392188259585,0.5397316864758624,-0.00584353451878872,0.5597819036107491
125,0,fear,0,126,0.0,0.0,1,0.18753752963221848,0.17080559008665575,0.5840640620853035,3.3793218669951246,-1.9726805368646323,-1.2663887347348488,0.42189590247909553,-0.7123124790695228
132,0,fear,0,133,0.0,0.0,1,0.26306863670913694,-0.19991234417659137,0.31410488687647603,2.592560681342821,-1.020844542515847,-0.9511553487802346,-0.8457022516787875,-0.5144005735018747
136,0,fear,0,137,0.9595812626365454,0.9122556391656598,0,-0.555325050551449,1.808400772595764,3.7946350051874393,0.5076108915706102,0.7570813532526274,-1.3837404725912639,1.0632592839872053,-1.7396112045022167
137,0,fear,0,138,0.0,0.0,1,1.50459389919289,-0.7375141837639352,-0.17118665651786005,2.1826813532936074,-0.9232801956284878,-0.8278403094260878,-0.036271272795384904,0.2461072126711538
142,0,fear,0,143,0.0,0.0,0,-1.8178134409879119,-4.22645142069659,1.2393902393813143,1.0748325079963479,0.5402602886680059,0.31163845820678754,-0.4564561003533181,-0.21234788190987577
147,0,fear,0,148,0.0,0.0,0,4.317511347605687,2.8869207705377202,-0.48650185008694014,-2.235113858470919,0.9484228448056932,-0.3860393247962455,-0.24891935484101477,0.6873877394676268
148,0,fear,0,149,0.0,0.0,0,1.459207915989431,-1.4040961144409805,0.18337391028311725,1.6168278355922419,-0.5601839821977822,-1.0889143348709351,-0.3404320172171298,0.76228471600974
152,0,fear,0,153,0.0,0.0,0,5.051401231356275,-0.5427308393189665,-0.23847324229806316,-1.851092647514206,0.20429061441094346,-0.17189024130983593,0.12555580565534794,0.5631226387163375
159,0,fear,0,160,0.0,0.0,1,1.4916647136643841,-0.8163495694792519,-0.4416457071660957,2.544512575669758,-0.850708061687583,-0.029956523485359772,0.16427522869756667,0.06234512004708638
164,0,fear,0,165,-0.802257814470849,0.7277197781453421,1,0.7425426750628162,-2.322411743097691,-1.7111471494645103,-1.0827830831374543,-1.2721895997198458,-0.45453028392732336,0.7068250645950285,0.5224684931624966
167,0,fear,0,168,0.0,0.0,1,1.1881743941297984,3.2236511896299294,-0.12627309660516037,2.6644580467022294,-1.7942087033412093,-0.33010303311396716,0.9190980840430649,-0.9251565032377231
170,0,fear,0,171,0.0,0.0,1,2.466690774860955,-0.5204236539336702,-0.9593323425386662,2.060627564477273,-0.3530244013849574,-0.6301346999583229,0.3244840274954489,-0.008833402901523232
172,0,joy,1,173,0.0,0.0,0,-0.16980778429788007,-0.2438558302557632,0.6975198004152333,0.19305548868605726,-0.13812712718746792,-0.5945664366925858,0.23862529144212002,1.0746086335844245
173,0,joy,1,174,0.698132750573626,0.925625609029704,0,0.8998927119822506,-1.3573108509990781,1.2682079235588652,-1.3961120361707116,-0.10171232595035874,-0.24780280147217196,0.6162936339887972,-1.025713242068771
174,0,joy,1,175,0.0,0.0,0,-1.3211307884571326,1.2323343405621208,-0.15556558100347806,-0.6072818222377429,-0.639448567048461,-0.45257920621402,-0.30933201286404677,-0.06181444905080293
175,0,joy,1,176,0.9097156612411628,0.8953587593864102,0,-1.5111273757001826,-0.6796004080879761,0.46967794529429724,-0.24898712762216346,-0.5176083796223058,-0.2864311588878896,-0.6393311171213698,0.4299670492150601
176,0,joy,1,177,0.5577017193528755,0.815846058213143,0,-0.3334924564513334,-1.100695450704636,0.5929427923547864,-0.5726083727728062,-0.6372729342746485,1.8876588822988016,0.7951351646933092,0.7929913402189085
177,0,joy,1,178,0.0,0.0,0,-1.963207758123466,0.30557152990869285,0.7036579742614211,-0.18222285896016482,-0.2698795392351715,-1.9261360283918127,0.5570560532708482,1.1229362842412574
178,0,joy,1,179,0.0,0.0,1,-2.1818142530541254,-0.17299247458172262,-1.795613747818854,0.19174568515264642,0.4570386304825879,-0.9205241298779785,-0.7850510169792131,-0.26302872300157915
179,0,joy,1,180,0.9448615012720412,0.9332777439966428,0,-0.005775065742050931,-0.2203591759896948,-0.46062588185445663,-0.6028030964794198,-0.9658569123102702,-0.06668453936378523,-0.16820521626485316,-0.7135399373279228
180,0,joy,1,181,0.0,0.0,0,2.6687043954318455,1.390496139177258,0.7414001405188676,-0.8792851883043846,0.32484188963673016,-0.42588169845375456,0.30961521226365674,-0.838896799660279
181,0,joy,1,182,-0.1279888574361177,0.7347683323546518,0,-0.26397453647187386,0.5801933230661548,-0.1536763158634322,0.5074786385255107,-0.7019797051291092,-0.07046653220375743,-0.2518269733542452,-0.15553516576632617
182,0,joy,1,183,0.0,0.0,0,4.053865784176485,2.1140305789835487,0.041281074823565536,0.015563585823377872,0.8264409623704417,0.479241102035755,0.3970083268348211,-0.029627045861953225
183,0,joy,1,184,0.9589078972925617,0.8538171346926253,0,-0.07073186006045466,1.1006628600860797,-0.31122419870002893,-0.26335208047043673,-1.3061485853488413,0.6649720297988276,-0.16335341821013366,-0.0017353621266690098
184,0,joy,1,185,-0.8509740315396841,0.9119894162809052,0,0.6295070694686112,-2.1511025487427453,0.2434065402176673,-1.1606071249194303,0.326497645701271,0.28310495094629057,0.17104178759924418,-0.27276433985592125
185,0,joy,1,186,-0.7218660422551645,0.6212105669837386,0,0.1982741994066613,-0.37182351914327766,-0.06059504121674104,-0.7611714518876893,-0.7710461944400409,-0.44611337570534826,0.6865757046494061,-0.6771417809548481
186,0,joy,1,187,0.239927613524644,0.8998784705280464,0,0.7284430315255711,0.9165394763193141,0.4268397363708925,-0.7868437537177297,0.2183741744271123,0.4165529827099729,-0.24500105773473801,-0.8573796212505884
187,0,joy,1,188,0.1235026756300621,0.3843133542495205,0,-0.28928213457331636,2.7902633198966833,0.6979762124277489,1.287766052404664,0.8490473339568227,3.3633387576859373,0.3895064837706547,0.23541028766883784
188,0,joy,1,189,0.0,0.0,0,1.5798431018021655,-0.6111393842839095,-0.905304259817347,0.10056633930501324,0.5300571695909154,0.044957887830211145,0.5649454006776377,0.41216915354799283
189,0,joy,1,190,0.5670522413600741,0.7712926149059736,1,-1.819564095103406,0.5931140369628042,-1.0107631238025647,0.32135576609397487,-1.2640773924330553,-0.854788477414481,-0.8571334563673293,0.42163618275251447
190,0,joy,1,191,-0.8376781271407303,0.8464580138424318,0,-0.10626224857608765,0.4163293653385842,0.9064172916199644,-0.7550062801415944,-0.34059162786801994,0.6556713518182818,0.28303993613248923,-0.6678820247615495
191,0,joy,1,192,0.2033145481563759,0.9455625262497896,0,-0.9523844843493344,0.49100339510436836,-1.1621802488523172,-1.4678140387378258,-0.44969038605436124,-0.10291576644078886,0.6862473899993369,0.039252633453706616
192,0,joy,1,193,0.0,0.0,0,-2.454303417772675,-0.6082564332348306,1.2717701572788624,-0.35087490516837655,0.8166955239901504,-0.7992083489307439,0.673350829054089,0.6677560075197334
193,0,joy,1,194,0.0,0.0,0,-0.5640275483087395,-2.1946009663326485,0.31491980419671867,-0.3888934876726416,0.3096790757845851,-0.168894148944066,-0.6560890769775259,-0.4834519256327434
194,0,joy,1,195,0.4707188126918847,0.9071576135823084,0,0.2393833950827865,-0.9565520450581877,0.38166791895634095,-0.4212385515987246,0.5629148652797574,1.1144470255566568,-0.7141275866457348,-0.42039203126493246
195,0,joy,1,196,0.0,0.0,0,-0.8548310376794958,0.6492761333688836,2.0025020971042107,-0.19666955433932437,1.038686763012612,-1.380797802667492,-0.3351547603710134,0.9796552023392099
196,0,joy,1,197,-0.2438371224207181,0.8875240212312019,0,0.5078483530622337,-0.38299111601278835,-0.5235081015656047,-0.08144798567466126,0.23959855817235717,0.3994041392576458,-0.2537436511783251,-0.12501425657222656
197,0,joy,1,198,-0.7628658220981157,0.7918104507239171,0,0.016084347109276437,-1.7442602539831698,0.07331468790535571,-0.4204264627743244,-0.7146004084427378,0.3412841883663638,0.5266960693102676,-0.14999756321316426
198,0,joy,1,199,0.0,0.0,0,2.2374889790084826,0.10982576113901181,0.3748299256790201,-0.691979798313304,0.8689684224636234,0.41745180266545767,0.14032454464934072,1.31383189156948
199,0,joy,1,200,0.9811720286404096,0.8692058217786887,0,0.3023991107252716,-1.270142786940338,0.2512801917282463,-0.3465844997365077,0.13668252293925062,0.14773800804872458,-0.5111421347523346,0.3126217064187734
200,0,joy,1,201,0.9818445985498088,0.875387576392101,0,1.308767051361869,0.949606537164287,-0.2916201347002583,-0.5416112633098099,-0.5171984749934428,-0.55393567289993,-0.6234745719918501,-0.33852039563959
201,0,joy,1,202,0.0,0.0,0,-0.9621367097938054,0.3092544376132231,2.623118630763925,0.051034562916035746,0.5345911698335918,-0.41352004933763864,-0.02858006604908718,-0.39377539954888896
202,0,joy,1,203,0.0,0.0,0,-3.342164024186722,0.09519365425771616,0.8165328679108237,-0.0942194255835846,0.17806614284056357,-0.7584829736394912,-0.1874273710566034,0.6663304117134214
203,0,joy,1,204,-0.7590811347219246,0.9370442545687808,0,-1.1246177324968245,-3.4529320557853107,1.0252284563249947,-0.3262794151789438,-1.1266977413017452,1.3532868867604024,0.3110228889543342,-0.8479112705788555
204,0,joy,1,205,0.8273456517751404,0.4096579911228112,0,0.16337448478793362,-2.27934283138195,0.3308726575384249,-0.4039768142053374,-0.4901052842426431,0.9024887309217602,-1.1729889036084111,-0.2697686652741214
205,0,joy,1,206,0.0,0.0,0,-0.38101895216699794,-0.14945185926402038,0.5030758914238456,0.11784935628755677,-0.13493207496652432,-1.2029084281998146,0.49558871751649775,0.8912294179746212
206,0,joy,1,207,0.9867368704222794,0.9363750118455292,0,-0.7915291641044316,0.11936241590174192,0.3915531262979018,-0.8306497273075679,0.21442146848829347,-0.22860490867827687,-0.42284143513316386,0.11943439355070526
207,0,joy,1,208,0.3824948375844179,0.90698858350405,0,0.0020662619974224253,0.5645663293535204,0.34748847765892055,-0.7002493898804902,-0.7903097372566406,0.4110766364292503,0.3011879484663718,0.19151841058369268
208,0,joy,1,209,0.3511881055498125,0.8874848404339611,0,1.141734577800037,-2.6473633311778544,0.5265025893355469,-0.5029487864971751,1.38396928959519,0.9836506423832411,-1.7259243277786276,0.7247881559380006
209,0,joy,1,210,0.5470666702840556,0.8923813156805469,0,0.8718664052694345,-1.1284267406946678,0.1664750464591898,-1.4403609548507008,-0.7366896901323748,-0.18931675583855467,0.5151145045354526,-1.4544896520126227
210,0,joy,1,211,0.9697958090847724,0.8903809383846824,0,0.21567534701362306,-0.6207102426837163,0.17272314675606087,-0.2027046421707385,-0.08757159764911131,-0.21262638346141996,-0.6112452372819829,0.6901504894905294
211,0,joy,1,212,-0.294605765044321,0.8819167934757273,0,0.4796166642137798,0.6743674971029382,-0.7472145911912754,-0.773103200662729,-0.2904595807876299,0.08651783643379328,-0.5380876153245179,-0.29328814837497547
212,0,joy,1,213,0.0,0.0,0,-0.24995822788061278,0.8631946149408327,-0.3321284071463775,-0.5110607471804566,0.017074595180299395,-0.21561892721115553,-0.42633786804071605,-0.7076924220533379
213,0,joy,1,214,0.9267961983312208,0.4042944267747737,0,1.2435347821337355,0.6242465772143834,-0.21803726436989906,-0.618969715417946,0.07803618408593783,0.6225009303360546,0.05557029784034717,-0.37588781858384934
214,0,joy,1,215,0.0,0.0,0,-2.2966029214509884,-2.345716036125236,0.28750057740681695,0.2447421245368614,-0.7359491918595168,0.5106903356908985,-1.0220323526547013,1.1322294278553322
215,0,joy,1,216,0.0,0.0,0,-0.3604895683068668,0.010712690518712202,-0.9196992088377773,0.34403455782167125,0.45429073822324617,-0.6238412950919098,0.35559192244989035,-0.08920729468236135
216,0,joy,1,217,0.0,0.0,0,0.8781527032126069,1.339006325225095,1.4779999008182263,-0.7301451187651963,0.6919645174377043,-0.05822284361957987,0.19558640044077008,-0.07966432043423534
217,0,joy,1,218,0.0,0.0,0,-0.3020698516784598,-0.4547038200753287,0.51457774241539,0.1960620138456548,-0.6082705153897577,0.5101555092852363,-0.0041939158879616975,0.38425876145202637
218,0,joy,1,219,-0.9722137903157368,0.8916406810262842,0,-1.5075151556412458,1.1719215346937124,1.0872800812534984,-0.753794637083038,0.643543673012201,-1.2751208481738212,0.5887208249422161,1.4338461110366392
219,0,joy,1,220,0.7321893839743726,0.9413183729293216,1,-1.939355388621933,-0.2374918258228592,-2.4069673756413423,-0.5897715957064648,1.2978644349080601,0.0443537693790192,-0.06724845531149938,-0.6703847585845837
220,0,joy,1,221,0.8185416629670902,0.8970597705209143,0,0.5240068939585141,-0.164393283910018,0.4936318948323814,0.18349380000292964,-0.9190601572982319,1.542572939489565,-0.17647235218780077,0.08666476225126714
221,0,joy,1,222,0.3949250898504507,0.8289393594133629,1,-0.538365392233508,-1.6792736570555191,-0.3699908475739087,-0.177931558847434,-0.416612808596343,-0.6936876814962277,0.9087743154094089,1.2514937809760989
222,0,joy,1,223,0.0,0.0,0,-1.441210207605925,1.9917485020519186,0.07733578971977494,-1.267741798559582,0.4807581904500389,-1.3094273303521078,-0.4292801322087157,-0.8252090477875057
223,0,joy,1,224,0.0,0.0,1,1.1402702276992882,0.68660697323784,0.5344572812301028,0.17439792193780432,0.1171716401578385,0.7971694751235244,1.152614212568648,1.137543549162451
224,0,joy,1,225,0.152280586802364,0.8601294076495554,0,0.2574925640839178,0.7819045666143036,-0.23212853656579524,-0.31815317882527816,0.03918984134969949,-1.0126074180819702,-0.06506528624254715,0.3123335678430218
225,0,joy,1,226,-0.0370156089469131,0.968981664441027,1,-0.2812858974170736,-2.039261178364478,-0.1191555618132893,0.022533304841060035,1.054013347021553,0.17302892307998377,0.6143669513586415,1.0483942457073054
226,0,joy,1,227,0.0,0.0,1,-2.5510304171502076,-0.06708328640531812,-0.1772800098869401,1.0983716077101338,-1.049148667033259,3.515978767247405,0.12601678158882249,1.9749883100561425
227,0,joy,1,228,0.0,0.0,0,0.5704810209495126,1.010125535999833,0.056775041743282136,0.7754905532218955,2.408817896932529,1.9459170971564026,-1.1541277115410509,0.021297286441232247
228,0,joy,1,229,0.3429017971396274,0.9438284682213588,0,-0.08682797983366125,-0.4201356266012871,0.21061440611691548,-0.06682304902932701,1.3666227628150784,-0.5126272340716148,0.09428844952838776,0.20773041258279212
229,0,joy,1,230,0.1574880860087945,0.412394756282346,0,-0.5689897368454223,0.977868863871166,-0.3633989703866292,0.7284043169065362,0.17733959648301215,0.25847776709293013,0.11233412566774127,-0.8124542690128252
230,0,joy,1,231,-0.8599907498943944,0.920169895837226,0,-0.28928213457331636,2.7902633198966833,0.6979762124277489,1.287766052404664,0.8490473339568227,3.3633387576859373,0.3895064837706547,0.23541028766883784
231,0,joy,1,232,0.0,0.0,0,-0.12703518830102165,0.48896838741072846,-1.0471058079649556,-0.2907800219313863,-0.501071739893964,-0.35413117875820543,-0.41628772902101957,-0.14924889004149333
232,0,joy,1,233,0.0,0.0,0,-1.9792065481635859,-0.22064582085885376,2.021775355122575,-0.17863746398014332,0.46320009253181377,0.11770608979952152,1.5208532484213912,-0.0779465601503326
233,0,joy,1,234,0.0,0.0,0,1.7276728187304975,1.7234477594584208,0.9341317910309074,0.054004740847834756,0.8904682607676624,0.5477938009084503,-0.6455050759425893,0.04684593187211496
237,0,sadness,0,238,0.0,0.0,0,-0.03361302013099678,1.393836938683548,1.2858442719627368,-0.2515340104777065,1.2224722944290973,-0.6536881426204768,-1.8018940340247067,1.5245831361054711
239,0,sadness,0,240,-0.9503705536068126,0.3484539424016279,0,1.5291570299691937,2.4080650647133046,0.36915639651446885,-1.0530341927631737,-1.0715118420279361,-0.6080159646445418,-0.8041113069549464,0.7946878588884906
241,0,sadness,0,242,0.2077743703887236,0.7780543935453087,0,1.3685570519271864,1.2202178450395482,-0.8932225170309918,-1.4433086630174163,0.37640487694845,-0.43979616525526855,0.357050531052665,0.3809891414931786
242,0,sadness,0,243,0.0,0.0,0,1.0495431638681523,-1.1310837113525836,2.1331753703642082,-0.6120603658767656,0.7826043704391803,0.003850155528411563,0.6193394677309279,0.11382560591198937
243,0,sadness,0,244,0.0,0.0,0,-0.8735899947598692,-0.9118349752683909,1.7530984161846614,0.36328930045122027,1.1051466546348514,0.9563505554159781,-1.1842547078583139,-0.4563364078356331
245,0,sadness,0,246,0.0,0.0,1,-1.3945499747397043,1.9213878221184497,0.2656661560454072,0.79470603883715,-1.6381356328502752,1.8881092859426132,2.525283248585555,-0.6009111961550336
246,0,sadness,0,247,0.0456472938282299,0.8966946841595526,0,-0.03350876268256165,-0.5680613153401385,-0.9073554533541622,-0.10939254744184035,-1.6535800804115817,0.4691069753990972,-0.6585304953544868,0.6496922604326569
261,0,sadness,0,262,0.458355980825099,0.8890837679187484,0,0.9628055244743176,0.3924402680556573,-1.9964180948048336,-0.9250402981740862,-0.9798516696484353,0.860828191597828,0.34803423684927093,-0.11291811811415628
266,0,sadness,0,267,0.4521732774571933,0.9264246383761536,0,-0.0062738987368263135,0.8127527684203281,-0.3784237254605069,-0.2016793931463518,-0.30817001402581345,0.473780414446774,-0.489663829212993,-0.6312511775514968
267,0,sadness,0,268,-0.1944961186443919,0.9312351965462308,0,0.06687742287953566,-0.16831091410085483,1.5013761084809099,-0.7883403189196689,-0.23134613657262118,-0.4183943157217195,0.829835701100056,0.3649835932341718
271,0,sadness,0,272,0.0,0.0,0,0.1254026850182231,0.7200437812744374,1.68172616884362,-0.8321141948662328,-0.33793087144591916,-0.8854222884119971,-0.15662399366964846,-0.2573091957718866
273,0,sadness,0,274,0.0,0.0,0,0.16978643261645496,-1.292112050056737,0.1693662467908929,0.2549570362152485,0.03588062094739394,-0.07021443918813029,-0.39751018160682683,-0.7426397483277389
286,0,sadness,0,287,0.5403809560632552,0.3668545560718148,0,2.0451032691140294,1.1595414797879355,0.7290168035906118,-0.41427300968106867,-0.19966518739893158,0.06396240172258065,-0.7827753175178576,0.548475022423625
288,0,sadness,0,289,0.0,0.0,0,-0.038019441436127024,1.0223720179629776,0.7144534893746879,-0.8168140180067168,-0.18557142369945315,1.517641310498058,-0.8364071959872595,-0.7298766542427727
289,0,sadness,0,290,0.054750868182167,0.8813489385872033,0,-1.6742567246393996,-0.7093262640614418,0.2616582778836537,-0.7150394317055007,-0.5142322535141008,-0.20993461257582638,0.07789873488703573,0.3151617841247901
296,0,sadness,0,297,0.0,0.0,0,0.5080435591148014,0.9725771559374061,0.528944414020971,-0.7786634539789964,0.42116806344606217,0.7416823270163526,-1.2552667483271331,-0.5655915734524101
299,1,sarcasm,0,300,-0.0131806332328552,0.9303469422643303,0,-1.421327152858892,0.05277561551239191,-0.5983578755109833,-0.26595794373772885,0.5604570415726653,-0.2952337435992798,0.41103106322709043,-0.45392290478632197
303,1,sarcasm,0,304,0.0,0.0,0,-0.6998027141643528,1.149191858812997,-2.5206368569132453,0.540293688805757,1.0248477665929483,0.18388371598492959,-0.17654698255899323,-0.20084952041564566
308,1,sarcasm,0,309,-0.0130102130997759,0.7528708942669113,0,-0.8571362175828755,0.44009705353379325,-1.5821452096362383,-0.502850641890453,1.1176511911107356,-0.4964480834392418,-0.5710150713155208,-0.1542194646576881
309,1,sarcasm,0,310,-0.936667867967176,0.8320515074867733,0,-1.4117702131216745,-1.4263190907409715,-2.415338002284997,0.06267250228170121,2.182093142831482,-0.43647580928077,0.15296938574525049,0.06446429427236872
311,1,sarcasm,0,312,0.9876215217666804,0.8275148432320497,0,-0.4540773271387867,0.28213762630369715,-1.9678451188018788,0.4917064735914911,0.4349025105906398,0.37459142562437237,0.29127143836267516,-0.42038794745944275
314,1,sarcasm,0,315,0.8992872942042508,0.9451369810375082,0,-0.8322919946151519,-0.5159969577139739,-1.8232074704999863,-0.25283123981512806,0.4653430804105649,-0.18154944207621027,1.1144375497988626,-0.7226107149026699
317,1,sarcasm,0,318,0.017756421971723,0.9052335310090024,0,0.7244366328417634,1.0840627896269268,-1.8374822549962784,-1.1662638519886348,-0.29966617640627485,-0.2464607951565922,-0.2249562547686515,-0.7304184919463631
321,1,sarcasm,0,322,0.5325929198299454,0.8278167077679021,0,-0.8975641383299079,-0.848552506990594,-1.4657545433191963,-0.1735355326433555,0.11244075178043757,-0.13001854483332473,0.4616146312556947,-0.27609940790739224
325,1,sarcasm,0,326,0.0,0.0,0,-2.051010193645029,0.425857090519571,-1.3742766711726448,0.23501533229393856,0.08791842873841395,-0.008091486170055597,-0.6892816263438623,-0.3844476940849465
329,1,sarcasm,0,330,0.494496825407442,0.8834078614983953,0,-0.6881107111832936,-1.6377496042169855,-0.19851724808860363,-0.340235958825639,-1.3097407591614694,-0.43380685891785326,-0.3286067792995622,1.2292087198744561
