,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8
14,0,anger,0,15,0.1627930808298776,0.9629540507738008,0,-0.8712243584761361,-3.0774864567104436,0.6756302784974172,-0.7277827178583767,1.0805720607632163,-0.4914793976924893,-0.40263882307318594,0.12037286731549578
17,0,anger,0,18,0.0320975296586848,0.946356349622272,1,-2.4503640720299904,1.7031437564005023,2.132787222672109,0.6809475804659783,1.894735028975417,0.6726985276227873,0.4759967809927394,0.34240054898045125
20,0,anger,0,21,-0.5781548328058166,0.9109129784449554,1,0.011378669165220548,1.542709836195678,-0.0932591755892268,1.128714591827009,-1.273679643620395,0.5340151757502012,1.2623333766694234,1.0152111221326034
21,0,anger,0,22,0.0124242229326372,0.8592690225130656,0,-0.6155953094546064,-1.9551821685528137,-0.8693497580216738,0.1335327820873455,-0.274572655671105,0.885774818507042,-0.12963434108153743,-1.900953305111439
22,0,anger,0,23,0.0,0.0,1,-0.5096314171738238,-1.0649331981975028,-0.44438960328517496,-0.5430293196076157,-1.4816988337734947,-0.6438937146043303,0.44016271753667113,0.7636893849414426
23,0,anger,0,24,0.0,0.0,1,-1.4192181851057497,-0.3953232087940781,-1.2711303175816198,1.1537031683620027,-1.9575831930582415,2.661918967994253,0.400048452900855,0.527721777441176
26,0,anger,0,27,0.8080639939905272,0.8175618389729792,1,-0.5803184139787574,0.678841474612613,-0.43497096369608396,0.7095176934526201,-1.1162734212913457,-0.2874456390299113,0.2456189215896066,0.74413075181505
27,0,anger,0,28,0.9057212963153468,0.8372682358750945,1,1.3801104427168833,-0.4444564959275859,-2.1197335655712104,-2.1750466650474616,-0.6411726961342017,0.1371842801170226,0.7964349036994153,0.9039393384256728
28,0,anger,0,29,0.533104575949564,0.7563114831106477,0,-3.038529622179793,-1.0797517796600138,-1.170696053969494,2.8422164409710784,1.1753614831307384,2.649751285253385,-2.2178213437126106,0.7702754837266504
29,0,anger,0,30,0.246861671434774,0.893669851655195,1,-1.2034724744299776,0.35065140884650364,-2.28499540847065,-0.3612938300882976,-0.5218359637225815,-0.25974487565952237,0.8031853952946065,0.38638787279743697
31,0,anger,0,32,0.0,0.0,0,-0.8415668077251867,0.4300636530703163,1.5517210034356894,-0.5878860834286538,0.5211397738864555,0.6508874480782453,1.0160461650048465,0.28658367980360194
32,0,anger,0,33,-0.225058441542842,0.7347140677358092,0,-2.3093232872336165,0.5568120871806298,0.8063896468845799,-0.6805392761201366,-0.36627107075819637,-1.0584622891458269,0.5254348689715281,-0.20236986591677364
34,0,anger,0,35,0.0718920241814263,0.9317897600448029,0,-0.7856374682168332,1.066370330822776,-0.01977190022692066,-0.7630348060937522,-0.101886013514084,-0.15866158475313422,0.37478940665416516,-0.5762123165359895
35,0,anger,0,36,0.0,0.0,0,-2.1327723127067584,0.6848853069608909,0.31562078137017124,0.24416956714414606,0.11534415374656856,-0.6696834118057587,0.2682424247774186,0.025830950934231503
36,0,anger,0,37,-0.0386072487846766,0.8265692513408165,0,-1.8630878594797562,-1.4223388172766993,0.4732139994957306,0.31178279571007395,0.5978151799016597,0.5947463968803411,-0.7281235234179219,-0.5052885554252109
37,0,anger,0,38,0.0,0.0,0,-1.756449627712415,0.3304746202716908,1.105899807768208,0.7405816851578452,0.14895289990129415,-0.1177047869653191,1.1521049724197274,0.15337056288667156
39,0,anger,0,40,0.0,0.0,1,-2.4330521838243007,3.0211138321629916,2.1819871645834863,-0.5244356209309202,0.36876396540418005,-1.2037888879500034,-0.9552065272139753,0.4861312214898991
40,0,anger,0,41,-0.1230073948968748,0.890597104498527,0,-1.8370767510856876,-2.3896281563899375,0.15016134945388498,1.239629191101673,-0.9310742664700885,-0.28306366071500305,0.4927173372876305,0.590827813276863
41,0,anger,0,42,0.0,0.0,0,-0.8625940729872297,-0.6157110155301003,0.8755603178185805,0.9622211401366539,0.5587698590835058,0.32064801645771235,0.871083591802235,-0.08042964893345314
42,0,anger,0,43,0.0,0.0,0,-0.7075604667149815,0.3532197211292195,-0.8920482149658705,-0.7003667204346902,0.8570195733323129,-0.6218028632277182,-0.18635258743561903,0.6942733354253623
43,0,anger,0,44,0.2475201507623009,0.912197170883105,0,-2.045371385869395,-0.9090832589744204,-0.37785510639701164,-0.7120079187774863,0.18837182498981936,-0.19000324286029663,-0.8574651740647999,0.9347899650250443
44,0,anger,0,45,0.3731408639297984,0.9438558933920066,1,-0.8157906057338442,-2.3638894077324033,-1.4649379916467848,0.29002125827915165,-0.6277075280538019,0.29072722755417696,-0.056216785177826675,-0.14033155417647622
47,0,anger,0,48,0.3296312539134993,0.7760434693754418,0,-2.858451316160847,0.9146104693962562,-0.3014807053190599,0.3352414261160201,0.9217939589471398,0.49477680379517885,0.05391742724324303,-0.27964907120113
48,0,anger,0,49,0.0,0.0,1,-0.3814215006398423,1.347661686265121,-0.5727386186686093,-0.6317144885592453,-0.13693988917866848,-0.8187252466105396,-0.3611493047545754,-0.2860923753639248
49,0,anger,0,50,0.8956810436398032,0.8700333434970221,0,-0.8796820959020246,0.10730474053644726,0.3811760635993747,-0.8298741070302518,0.10950758678505267,0.7944410880936933,0.4576046793599228,0.5457485191088631
50,0,anger,0,51,0.0,0.0,0,-1.8747328859155494,-1.6908600969538488,1.9783704547441545,0.518683927431575,-0.11959819818300693,2.606149169137174,-2.771137523600158,0.9993375745769033
51,0,anger,0,52,0.0,0.0,0,-1.211701870538352,-1.4824616641020336,0.8580851670617529,-0.08890607800289373,0.1997781352869494,0.21924150481509103,-0.0028753883883578806,-0.2335139854718685
52,0,anger,0,53,0.0,0.0,0,-2.3807282884959693,0.36628165950949393,2.271257162940317,-0.5059057754416413,0.5420484935180673,-0.9755116988822421,0.8133263347202109,1.4327491145622542
53,0,anger,0,54,-0.0619815135174395,0.9140103347793967,0,-1.7006071543765544,-1.9370225476827798,-0.7593938908349731,0.11651460900856442,1.3744778264675024,0.18878527948632826,0.25099824244635066,0.37172697085786244
54,0,anger,0,55,-0.148138862243222,0.3574042216542464,0,0.7931990657914352,-0.38854978819151964,-0.8747374297218271,-0.1886454038631837,1.3654225532533095,-0.5943186915708581,1.0782874287848092,0.9886460510463843
56,0,anger,0,57,0.0,0.0,0,-0.8585856607799682,-2.1469545810668444,1.075330896444656,-0.3729482475668499,1.0003393829218734,-0.03661008839087403,-1.604115069714127,-0.12701201581490348
57,0,anger,0,58,-0.1064595558690005,0.9669123813062592,0,0.9816252700609993,-0.17879908137907227,-0.9651309415845356,-0.35164079444586493,0.37190557578049604,0.05756952953457199,-0.5384408238534657,0.49549532303287064
58,0,anger,0,59,0.1499732549100491,0.6563392749265222,0,-2.488584353635523,0.5688227741389796,0.5288220244671237,-0.30076020754181554,-0.7936040169011754,-0.20661005036895816,-0.9195002215947284,-0.4935309960658627
59,0,anger,0,60,0.0,0.0,0,-2.2471578092034084,1.7714801048020619,1.7632069706995317,-0.04500079261279422,0.9672781435484684,-0.7251454793681824,1.012945735250759,1.092969249968928
61,0,anger,0,62,0.0,0.0,0,-0.13928001035945278,0.4089794019980604,1.3727737312453696,-0.40866188889559457,0.6214767759647789,1.4676644459674304,0.2795993523305498,-0.24198227188907484
62,0,anger,0,63,-0.2212122878704781,0.909171823810698,0,-1.644532944141081,0.10057771815674789,0.03593525983038321,-0.6632210634244351,-0.42511078309792294,-0.5227109102456187,-0.4936584424299593,-0.29352267776905927
63,0,anger,0,64,0.5138158989127396,0.9534458193821074,0,-0.5489561214119073,-1.5464086019837742,1.0208356239643726,0.13083734800723956,1.4293076467970611,0.20210219844694072,-0.1705001198923858,-0.2626894373770153
64,0,anger,0,65,-0.5442121606768966,0.9371666497836624,1,0.1593411421647717,3.426802411724264,1.46841724914962,1.2129803389346732,1.0716960423786324,-0.8023838613005182,-0.8780226200009923,0.8538142103643566
65,0,disgust,0,66,0.0,0.0,0,2.776858253731335,-2.170678193442744,-0.3055853454188243,-0.5399696799717735,0.21963854605973612,-0.32799892328616487,0.6270324141821988,-1.0709658818557366
69,0,disgust,0,70,0.0,0.0,0,2.734942225615833,-0.4025694384434792,-0.08643134228788572,0.7203119247210154,0.4423463501544841,-0.41735774141866305,-0.21537781090751074,-0.3144911882234961
70,0,disgust,0,71,0.0,0.0,0,2.6920393598773478,-1.3110019428596247,0.07630030703620423,0.5638527144525487,0.583351193364428,-1.3719083517470938,0.5572012031628583,0.02562915980605943
71,0,disgust,0,72,0.0,0.0,0,3.568039761079463,-1.0681851835815532,0.4048660747917015,0.23169554597321437,0.855353437777907,-0.9257830508213136,-0.5775740659243072,-0.49444519411392596
72,0,disgust,0,73,0.0,0.0,0,2.0621740483144237,0.18361989194433367,0.4150850154657717,1.2437343643678762,-0.8413234846174839,-0.1707956464695533,0.08014658190716215,-0.37754453094072304
74,0,disgust,0,75,0.0,0.0,0,3.229616402660646,-0.5010170741847679,-0.7653446801456845,0.6073634472549229,1.964791233730379,1.0364603796228198,-0.5615352513544991,-0.0866476325938892
76,0,disgust,0,77,0.0,0.0,0,3.783142018047674,-0.05422281168414082,-0.24708660300229116,0.4161313234913707,0.20272937255764278,-1.4158592585553522,-0.35115753986470355,0.7721927615972418
78,0,disgust,0,79,0.0,0.0,0,0.35583568460041065,-0.03656551490203298,0.7268465420757916,-0.27972367229771394,0.5792169933612259,1.0214683202261534,0.5068016369429458,-0.34462618009011065
79,0,disgust,0,80,0.0,0.0,0,3.6301394094505195,-1.4680313632064694,-0.25330526944606196,0.11331678300292344,1.0577983235824011,0.19558389312435914,-0.6958997834045231,-0.7374748641331558
80,0,disgust,0,81,0.0,0.0,1,-0.6549008623554243,0.04444501489931832,1.5326680475917378,-0.4080232008735962,-0.00827654695881243,-0.038595733108638224,1.237919065753268,1.161649912485279
81,0,disgust,0,82,0.0,0.0,0,3.419994556580864,-1.4703439379154273,0.15041818814552027,0.8245798444410645,-0.44846283087956906,-0.8319465837502895,-0.2436225786848341,0.5492151652072329
83,0,disgust,0,84,0.0,0.0,0,4.00787064850157,-1.1067430248268273,0.04125688509658176,0.6053884877000484,0.13256981703278242,-0.669675930864746,-0.18151395879266208,-1.6409258912310285
85,0,disgust,0,86,0.0,0.0,0,3.9253985077425613,-1.7011276603257144,-0.07066237664965425,0.35446222793563503,0.8182047604621745,-0.13775992812451276,-0.9453250847246631,0.2592993533021536
87,0,disgust,0,88,0.0,0.0,0,0.2576372590529571,-2.054638949267828,0.6826672477659673,-0.6228540660554541,0.43767238507161366,-0.13464785683181815,-0.3696105327593663,1.6605461813610929
88,0,disgust,0,89,-0.0398531579281529,0.8305051796348616,0,-0.24004849913832932,0.26284850783116276,-0.8062428760533867,-0.37292150594028084,0.8743768824668045,-0.13569849054964314,-0.43665500833164056,-0.7780411421982605
89,0,disgust,0,90,0.0,0.0,0,1.5973766486757552,0.8994352969319511,0.6695651907633329,3.5499653052849904,0.3011539019750103,-0.6683727613626128,0.7163350072186163,0.17655421637423058
91,0,disgust,0,92,0.0,0.0,1,1.5054626380899758,0.5243813939813982,0.28079327989724245,1.4234037671409951,-1.3692119564381937,-0.37789501784622753,0.26304416245897144,-0.2894343233856684
93,0,disgust,0,94,0.0,0.0,0,3.9438271391019337,-0.02715092026728492,-0.22774083548802718,-0.004627214589033127,0.6028218445313355,-1.4560145139625218,-0.3790938969526883,0.5901863837368762
94,0,disgust,0,95,0.0,0.0,0,-1.7794845480815045,-0.5813023196177366,0.7021101293654751,-0.12712622188692915,2.1501863153685843,-0.028971584665285446,0.9368218243099042,-1.064775850865643
95,0,disgust,0,96,0.0,0.0,0,-1.9921133114801572,1.4669617187336006,1.016017005367914,-0.29030566745519054,0.9230083892437851,0.3783337741518855,0.08929874545421569,-0.3064105121039692
96,0,disgust,0,97,0.0,0.0,1,0.9968383615420233,-0.4108433241062402,0.3979739601976028,-0.46347388040605597,-0.04934575996032044,0.8454826755116523,0.7479712573874516,-0.09863947469852767
98,0,disgust,0,99,0.0,0.0,0,-1.9921133114801572,1.4669617187336006,1.016017005367914,-0.29030566745519054,0.9230083892437851,0.3783337741518855,0.08929874545421569,-0.3064105121039692
99,0,disgust,0,100,0.0,0.0,0,2.9394210736180857,4.506957718709085,-0.22213791072961794,-0.45857332138475315,-0.4029203710395904,1.2021979139529428,-0.956127089792721,1.237061667502449
100,0,disgust,0,101,0.0,0.0,0,0.5068164933853623,1.5873380678299112,1.6682023575562301,0.023952204977952123,1.0025172066427805,1.7878875727626333,0.19787389037526612,0.4528019858937903
102,0,disgust,0,103,0.0,0.0,0,3.669488107066853,-1.2983013409520514,-0.35278656669405,0.6037476996654481,1.6062797717373225,0.1700920714501928,-0.41184428292614506,0.3454709097503747
103,0,disgust,0,104,0.0,0.0,0,3.4992997542173914,-0.032469116310471016,-0.7148491140751514,0.9815814562291694,-0.5675798417110076,-0.9428376311252781,0.18109881637016223,0.5454263560718917
105,0,disgust,0,106,0.0,0.0,0,4.362024894234714,0.11625906812397865,-0.2523937097245172,-0.4770587546000419,0.1023479389568972,-0.2982164418606765,-0.03329683132309154,-0.7165587738868191
106,0,disgust,0,107,0.0,0.0,0,2.285438420589313,1.1356693663247532,0.07226873792900267,1.3240317972581779,-1.3136383534239802,-0.4587391221611916,0.44646914854769,-0.32650039023618854
107,0,disgust,0,108,0.6226374124011543,0.9300242380506104,0,3.0476839784153134,-1.3155513411243822,-0.77317854046654,1.1041545039908498,1.331477914469062,-0.11354725271287185,-0.4572444998452427,-0.5842209048005161
110,0,disgust,0,111,0.0,0.0,0,4.22290878331708,-1.3932717667828478,0.8299723026850085,-0.44375374556003216,0.31066408106243937,0.558765032014452,-0.2395286380694289,-0.5403766440188494
112,0,disgust,0,113,0.0,0.0,0,3.686051332563643,-0.7343136997161768,0.960051829890223,-0.08607211757713308,0.685794946158241,0.26990575951304835,-0.6866760710893232,-0.7751568377507955
113,0,disgust,0,114,0.0,0.0,0,3.7498860605773268,-0.6169759422794645,0.04543524827280154,0.3142246759945969,0.9622499919895953,0.24987592813477813,-0.005768846696179376,-0.3023415639169435
114,0,disgust,0,115,0.0,0.0,0,3.2714789125838726,0.34664168307957366,-0.8417333641368108,0.9269048860109863,0.6059889538473788,-0.40209750494012664,-0.22341178528809566,-0.7381960607868022
116,0,fear,0,117,0.0,0.0,1,4.50682418435284,0.7111764188158348,-1.0631811030360891,-0.030331243202806467,0.678415708824383,-0.20848862951246147,-0.5908249810134852,-0.10450121932559954
117,0,fear,0,118,0.0,0.0,1,-2.885875005500945,-1.1171162614039103,1.909675655093904,0.189320007015969,-1.4090989726744603,0.4282877465053626,-1.514323146945174,1.1317297905408565
118,0,fear,0,119,-0.4009914522224711,0.940250877952518,0,3.0967874874349985,0.8937420141297856,-1.0547068719994852,-1.3461155813874313,1.666809299492133,-0.16054368285252602,0.030049946683601995,0.9881518728544112
120,0,fear,0,121,0.0,0.0,1,1.4147056560656615,0.1637187484395366,-1.438400430485767,3.2080640573804367,0.293239389419988,-0.0030706059906511797,0.008652674620474693,-1.0935279622423502
121,0,fear,0,122,0.0,0.0,1,1.3264310640748733,-0.03179856109141889,0.8323587338471491,2.085917775398193,-1.8801886323435455,-0.6875804357885507,0.057068412946100225,-0.1610568078844284
122,0,fear,0,123,0.0,0.0,0,0.0624699882680073,3.281283274474632,0.37223050658585793,3.856123756130872,-2.0838670119948497,-1.9883722961353463,0.12212248167526255,-0.9668764279910552
123,0,fear,0,124,0.0,0.0,0,1.4778293318892177,-0.9905334703855897,0.17885730896030308,1.7570216984522007,-0.4815231916027103,-0.13489296493595657,-1.06400040724292,0.412871294427521
124,0,fear,0,125,0.0,0.0,0,3.2013224793142183,-1.1438428657887987,-0.2742337003524667,0.9824661504876501,0.9046037297851823,-0.804632315926181,0.6292391565779932,0.04997983095442114
126,0,fear,0,127,0.0,0.0,0,0.1755758849963794,-0.7626098847821916,0.4839893059671559,1.0161659127182192,-2.111523224764093,-0.4371861516527273,-0.5044802803959292,0.8256162278450678
127,0,fear,0,128,0.0,0.0,0,-0.7606494222282864,-1.0917482798726734,-0.06231916115766988,-0.076920795954178,1.697488100412993,-0.011901737661838196,0.8557772327010015,0.5306644744505132
128,0,fear,0,129,0.0,0.0,1,2.00348247418775,-0.7647207168084282,-0.2913771455723507,2.3881021883877294,-0.3285435899130561,-0.31364901324498223,0.3794156206185466,0.00835599966786479
129,0,fear,0,130,0.0,0.0,0,1.1980316142556424,-1.7579143977708656,2.5962465721955064,-0.3155010888331577,1.8792054323444278,0.8585965844277431,-0.12301528349398468,-1.0517972293841156
130,0,fear,0,131,0.0,0.0,1,2.9633834094516853,-2.5648322546401685,-0.4299241414408108,-0.6718338595358965,-0.09385064902231255,0.5629975575776514,0.17393636944528723,0.8232603987630317
131,0,fear,0,132,0.0,0.0,0,4.943899662598117,-1.4538008882646365,-0.4798727008166584,-1.183584777296635,0.24280275239714463,-0.7747888467626614,0.2690598625613457,0.9045296614256393
133,0,fear,0,134,0.0,0.0,0,-1.9392280678451304,-1.3818218007290795,0.402257756306108,1.7969435762986206,-0.5862525261319672,1.1399038862157302,-1.6190214267662641,-0.10823394431143263
134,0,fear,0,135,0.0,0.0,0,2.1995131060501927,-0.7899789395374596,-0.4998340010221358,1.2545987952938538,-0.10979756650476735,-0.45952844657730074,1.2283183522664576,0.9827959073644084
135,0,fear,0,136,0.0,0.0,0,0.4087918932261212,0.7493030194493343,0.6953632206613726,-1.2308275095856958,0.29729858670622417,0.15672603693779694,-0.1950727557903489,-0.1773938595699385
138,0,fear,0,139,0.0,0.0,1,0.8683989464077932,-0.9672659689777828,0.10781718783215381,2.5241761108553624,-1.2421766630634727,-0.5703296052347927,-0.2036263628242555,-0.3227875744483081
139,0,fear,0,140,0.0,0.0,1,-0.509053405705684,0.03790928494687371,0.7778590830974196,5.281337495779099,-0.22499598780478702,-1.2008413901851052,0.22534878411194043,-0.848634148210186
140,0,fear,0,141,0.0,0.0,0,3.115442937064313,-1.1609510161132552,0.6131926712372552,0.3817232689921365,0.7010393427218418,-0.08306234788927044,-1.244610792718434,-3.0947117632822345
141,0,fear,0,142,0.0,0.0,0,2.2345852478802484,0.5766047656811407,0.9477958361945696,-1.3607428894840758,0.05423244654459498,0.31864735788347315,0.6859420022001577,-1.4233048318584431
143,0,fear,0,144,0.0,0.0,0,2.01434418209586,1.856388348537391,-0.5490862765291933,-0.08303751683245252,-0.21428461337095703,-0.35902051624465575,0.20386530578697729,1.680877602791728
144,0,fear,0,145,-0.0676861279620868,0.9137360541916252,0,-0.3946155491375478,1.168896459610765,1.8314773233004238,0.7417564815112869,0.08033097547119786,1.1339044862660217,0.24306328907183436,-0.8551827667547246
145,0,fear,0,146,0.0,0.0,1,0.41249556648358704,1.172856145284066,-0.487457427936031,-0.5212347099325166,0.08089484246272258,-0.5289491121008251,0.566243890927439,-0.15928234583688905
146,0,fear,0,147,0.9844128067423538,0.860553191321306,0,0.42191626268824406,0.9111876424563693,2.1739918015345525,-0.2565409787231856,0.6771304904257507,-0.31466356383759736,-1.1243668669899227,0.07347486129594036
149,0,fear,0,150,0.0,0.0,0,1.7931311989646983,-1.929703086813065,-0.11207041122998372,2.43349810352015,0.6513934234371889,-0.5132549151682725,-0.6576370544289627,-0.5702045297908185
150,0,fear,0,151,0.0,0.0,0,-2.8559703479911485,-0.486711888507743,1.8839661147911673,-0.5247521749038343,1.5412110072767726,0.2826822562533848,0.292008699081806,0.8731283685861922
151,0,fear,0,152,0.0,0.0,0,1.3382136278863979,1.9877363880307324,0.30872428418706693,-0.8572765435145666,0.44852220607944665,0.9605722226416922,0.8324311661041056,0.2448385053023821
153,0,fear,0,154,0.0,0.0,1,-1.1083091964234906,-0.28446214789399,0.6972770175129508,1.5618410687340696,1.325364089895032,1.4186552028098582,-0.31846128462626844,-1.1599375427879393
154,0,fear,0,155,-0.6575897419202088,0.9442321120028694,0,-0.5141479478744818,0.1631488186745743,1.7449433895762518,-1.126639560403318,0.4707666507052236,-1.3505899790302847,0.15315863299337956,0.948960745742553
155,0,fear,0,156,0.0,0.0,1,2.5046251502846455,0.3255495903267434,-0.1405045931807728,2.1998951946047325,-0.15862486273133278,-0.721046691898905,-0.5087443697218412,-0.2586185867577093
156,0,fear,0,157,0.0,0.0,0,2.3165222483696093,-0.9217852360426608,0.6197184338068386,1.0893599501542979,-0.3359672399236558,-0.26292144289121794,0.041563025190843345,-0.24043486925872748
157,0,fear,0,158,0.0,0.0,0,2.7112439667361667,-1.2147313039392453,0.42389960119517595,1.7390912353881274,-1.6734317707870303,0.2638501079050148,-0.542826442904621,0.08496599103591151
158,0,fear,0,159,0.0,0.0,0,2.3004454052474426,-0.047005925435147505,0.8759538101580598,2.748450616796019,0.9664202072133696,-0.25388708588901293,0.4718049783196132,-0.7776614242240192
160,0,fear,0,161,0.3037325297795328,0.907941314813154,0,-1.138548996043888,0.2883328321998982,-1.381528373172153,0.5274958835436574,-1.500211447001465,1.7299852276211427,-0.14761665393895018,1.5723292138226377
161,0,fear,0,162,0.3043115032527076,0.8805529796233937,0,-1.2255803900625069,2.5020704342189606,0.2576896551728172,0.3027603544581849,-0.686462460640531,1.7819711174497408,1.1673864704718522,0.6047673952228545
162,0,fear,0,163,0.0,0.0,1,4.45594566930304,-1.8112178549353044,-0.04956994506536765,0.17231520795783006,-0.34753533772612455,-0.7674033213974765,1.1471424529880152,-0.7743155030032289
163,0,fear,0,164,0.0,0.0,0,3.2079916524419,-0.3364903113379995,0.1541310422529583,0.4084025420303035,-0.705259367758937,-0.9663208119263164,-0.1514983740467287,0.3139775470052586
165,0,fear,0,166,0.0,0.0,0,1.4893960200252285,-0.5068103882459942,1.1857845681780255,2.6947385333687297,0.887027879514377,-0.5074013329458659,0.36987175176498227,-0.6888697765632726
166,0,fear,0,167,0.0,0.0,1,4.309775891820934,-2.1097639294005095,0.7748065846547619,-0.5614198487639214,-0.13218852520454014,-0.47207927622284906,0.4275480847062075,0.08675246490514615
168,0,fear,0,169,0.0,0.0,0,4.084828134541478,-1.805845339332496,-0.5727361021510272,0.26158665788832,-0.7472384089624777,-0.4174493635149044,0.6120016356383295,0.0979764787649328
169,0,fear,0,170,-0.6250432533598005,0.854866135900979,0,1.345700343832167,2.912640475507276,-1.0237718680355277,-0.2835908794440488,-1.0902341240343756,0.09491595569548607,0.06091481138048378,-0.09745530122365728
171,0,fear,0,172,0.0,0.0,0,1.4173766335351337,-1.2316658585254259,-0.5512078704491745,2.1183772631255553,-1.3746368908705138,-1.040002685310831,0.024370161870494976,0.5948669583260849
234,0,sadness,0,235,-0.9578253525732532,0.9473794509520552,0,1.5541154954635914,0.9264411461775316,-0.9414701210317916,-0.5806536905147716,-1.0232031536814363,0.01050971030437708,0.08960860066032622,-0.8048266134500773
235,0,sadness,0,236,0.9120713722051144,0.9194213819725288,1,0.17871043975331424,1.2060847699924402,-0.18934997293702124,-1.6136981366501808,-2.1608173318256805,-0.36845091099426,-0.39534804726087297,0.058346188429900095
236,0,sadness,0,237,0.3880526682807014,0.8106666027678731,0,1.4733146590914379,-0.14559249704990723,-0.1606821725303431,-1.2217964915149373,-0.11498511152103419,-0.2639779299230937,-0.0927436869827058,-0.7278908482354327
238,0,sadness,0,239,0.0,0.0,0,-1.2329860769351393,-0.43737351291440196,1.259825528190757,-0.8487082738528725,-2.727717907919646,2.7452262588895104,1.5943789020895884,0.3053543777698674
240,0,sadness,0,241,0.0,0.0,0,2.0095499108780577,-0.6107381836908804,-0.021553637542452753,-0.6081188791772171,-0.8066249455045876,-0.39239133742569077,0.4939860502921987,-0.3167326731297363
244,0,sadness,0,245,0.0,0.0,0,0.4162404471378225,0.12533479229849293,-0.7646653488843269,-0.5804858441426056,-1.0743493813193812,0.16881536158098667,-0.4196973337682883,0.8599323191009175
247,0,sadness,0,248,0.0,0.0,0,3.7308441498563565,1.5082342321585507,0.6231489084351871,-0.22710543711121564,0.4945410454607596,-0.22476388861328392,-0.2783441290664625,0.4828353188779802
248,0,sadness,0,249,0.0660767730667792,0.6523844403277641,0,-2.582505364906643,0.10819968123434849,0.19142276052232998,0.4382225268413771,-1.9537948221344519,-0.7698886214687475,-1.159630498454525,-0.36329345922008
249,0,sadness,0,250,-0.0356742111975338,0.8110685793378947,0,3.2694302160073803,0.03610365885610206,-1.8019881822845993,-2.1741663044136343,-1.6258315012373399,-0.20754191956652432,0.17110874221888023,-0.001873968645352539
250,0,sadness,0,251,-0.172789821830275,0.9134925010302584,1,-2.7316594358791364,0.3234165286334503,-1.1006058057745807,0.5491726503345536,-0.524279934512639,-0.19763887847323813,-0.38445112787536684,-0.21203419828965273
251,0,sadness,0,252,-0.0031342823500568,0.924815874649543,0,3.404658691234437,2.033290603696535,-0.17574156451931008,-0.7532931560771149,0.6344618912003038,-0.016174689657271608,-0.24694760461319687,0.8324116496413553
252,0,sadness,0,253,-0.1311403312471225,0.910933396098364,0,-0.79508731583962,-0.05220485079669335,-0.6209708655372667,-1.3852854886416592,-1.167810016891462,0.5226785159151389,-0.2930851061755999,-0.43853189385364233
253,0,sadness,0,254,0.939789023926323,0.9435371744870708,0,1.194886305629177,-0.37356792455006216,-0.01138728279352688,-0.4237755739156386,0.13867043982157023,-0.08584474895897022,0.6645479663346587,0.24628158722239402
