,sarcasm_label,sentiment_label,emotion_label,id,duration,spectral_centroid,spectral_bandwidth,pitch,energy,loudness,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8,Unnamed: 0,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,TEXT_1,TEXT_2,TEXT_3,TEXT_4,TEXT_5,TEXT_6,TEXT_7,TEXT_8,TEXT_9,TEXT_10,TEXT_11,TEXT_12,TEXT_13,TEXT_14,TEXT_15,TEXT_16,TEXT_17,TEXT_18,TEXT_19,TEXT_20,TEXT_21,TEXT_22,TEXT_23,TEXT_24,TEXT_25,TEXT_26,TEXT_27,TEXT_28,TEXT_29,TEXT_30,TEXT_31,TEXT_32,TEXT_33,TEXT_34,TEXT_35,TEXT_36,TEXT_37,TEXT_38,TEXT_39,TEXT_40,TEXT_41,TEXT_42,TEXT_43,TEXT_44,TEXT_45,TEXT_46,TEXT_47,TEXT_48,TEXT_49,TEXT_50
14,0,0,anger,15,2.82,2960.0857500653283,2428.428993674881,1692.7882080078125,0.0001499333506419,0.009315722,-0.7834201479942762,-3.0877856714366896,-0.36765091437721525,0.4118625640757788,0.4313884155858916,-1.0935465473460966,0.35394691086939134,0.12026161423256272,14,0.1627930808298776,0.9629540507738008,0,-2.7133184504126153,4.542576648023259,3.5990277529228214,-2.646525243816502,-2.1818050492265364,2.6937548056242413,-4.692293993717929,-0.8255097965474026,1.6753191714958349,0.40660725035889167,-0.1125865080707052,-2.349966261923931,0.3230056100286576,-0.01759760092375029,4.5166418869070455,-2.669768054485112,-0.5962934939849175,5.141150611524997,-0.14483392795232758,-4.0451360352903665,-0.29358879204268273,0.7745511553825144,-1.6804833833480948,-1.709674050088065,6.502303177934303,-2.1930647636142138,2.570803630085413,2.522222082815412,1.6432990581441165,0.44439405632234275,3.3724663096227223,-1.5662271177557905,1.3705613901688047,-2.062181658794014,-1.8687334060365937,0.13037110036625768,1.9200230577653317,5.602082167146705,1.483060293614481,1.600701219463556,3.0062046011934527,2.3457696773922057,-2.977208819289054,0.8784277762926511,0.4628440683297458,-0.9269748160749227,2.1370441484175164,1.6300927107397845,0.2445189787898062,-2.945675059846263
17,0,0,anger,18,1.86,2564.8997812820694,2636.8096064331376,1595.7823486328125,0.0003299125532054,0.014780183,-2.404938463607029,1.4253418874842676,-2.0023862266478956,0.32463941384481876,1.9343682167461702,-0.029238527801136116,0.7841116700741185,-0.6738069126762005,17,0.0320975296586848,0.946356349622272,1,-0.2880484196637637,6.815133246435791,8.959302001838896,0.04002611729499361,0.024095491617108555,5.2711726608567195,-0.23618495633103218,0.8779268340711328,-0.8206491665822275,-1.6934124710423966,9.643770101984686,-0.20077326122969752,0.9009553835952427,0.5382678085927968,3.65116271157311,-1.2163082746068739,-3.211162994052924,-1.4294273852254817,1.4143723740143106,1.776474837480363,-2.1801654883041377,2.688164953389431,4.297743355937628,3.9528349053548504,-2.5843229425324568,2.3840501509132546,-3.2260472383011334,5.3880047224589385,-4.506473417631272,-0.8329010554533651,-4.133294497234154,-4.986358204845176,4.516528436665672,1.5996611922846617,5.3993997796395155,7.557032672008016,-2.5197505637002378,-1.36949098235498,-2.9729332860738484,0.2903049952974843,-1.0120865669962202,3.1089178825517862,0.8643580544965768,-1.2989480385776049,-0.4808372509482118,-1.4616690816835542,-1.0361175522376882,4.719172765421183,1.586991557139641,0.6873002328242813
20,0,0,anger,21,2.837333333333333,4513.863160752279,3182.8998342009672,2118.08154296875,0.0025358789397361,0.03271159,-0.05202169298526303,1.734931990497549,0.48266780075208826,0.45550528248368355,-0.37460573102798284,1.32448870858943,0.2848671126145723,-1.114509208788143,20,-0.5781548328058166,0.9109129784449554,1,1.8009069314892665,-1.2689197262623493,1.1201538054218814,-2.820901742964022,0.49385755363239703,4.018574511207235,-3.739862499728128,2.88033625912672,-4.381715025132744,0.018185270673455267,1.4381197794050704,-4.805012117275606,1.381412382131393,-0.05563850509437551,-2.383578588634758,2.830177485399587,0.9274733137482132,-2.02891258965278,1.4633767381581126,6.540875396308181,-0.3419729139793653,-4.517170253232781,1.8533422279666767,-0.33118269937693723,1.1592785987038334,-1.8150674574232746,-6.14052887128393,-2.4360017368680604,-0.04553914312361507,-2.939534801544049,2.908015657767533,-2.647667128331637,0.836135523336037,1.5224986469959862,-2.2753607225510737,-1.1345960972093387,-1.7886540184902489,-1.8869796593430248,-1.711154957822749,-4.641808074337598,1.145858703627986,0.18012500952904353,-2.8683129324314,5.515206738137891,3.2489663271784455,-0.8251766894352444,-1.1846023469409361,0.30287333539569283,-1.9197489770183098,2.2954520429708563
21,0,0,anger,22,4.245333333333333,4992.045887156048,3801.599134345428,1462.5032958984375,0.0001390382142072,0.0075385883,-0.6278158971082157,-1.9748364707321158,0.6610289566947745,-0.23843457732445855,0.09853360045227688,1.2176427158074523,-0.4560538263114861,1.5230785235736937,21,0.0124242229326372,0.8592690225130656,0,-2.566106521517186,-1.510885728917832,-0.12363427364567303,-0.048226583912261645,-1.517927019760232,-0.554801653180037,-1.9042193525611562,-1.2839399692165718,2.35744490066997,4.3911471719287345,-5.023564413038006,1.2944154275347062,-0.9717375969001305,-0.8223114630371606,-1.342409760019729,-3.039674175420041,-3.569043793340687,1.0046386842128605,-0.841509467655411,-0.09736834473455713,2.58828509792417,0.8559219660589611,-0.4379807859165683,-1.7994452976541315,-0.17827932737018354,-2.2396222792523606,-0.5522177972881449,-0.06542160579095008,-0.28741327022106794,-0.39375925383293175,1.0159099989391547,-0.3652653937475447,-1.1375814124119965,4.047023192957205,-5.1280672537570755,-0.809029744014563,0.042423176703007937,-2.3927778628321823,-3.4554151940981264,0.1903758609924799,1.3052213973488473,-0.9415130294634516,1.8406543732397538,0.5815986807214959,0.8065421195146034,-1.4008542771899448,2.3115344989489572,-1.3548409296061694,1.0125177900792097,-0.7754755393203134
22,0,0,anger,23,6.976,5714.107062747652,4171.938439778631,1793.3724365234375,0.0003817939977033,0.011491394,-0.5138612989892548,-0.881951339871299,0.6370234714537086,0.48859030619951477,-1.5677871732515791,-0.13481663171489722,-0.21881028746743436,-0.6989937949452152,22,0.0,0.0,1,-1.4704990690936524,-0.0028040605868459023,1.8443606470447014,-1.207037071008384,-0.8701241423460971,-0.20494091174871837,-0.3493341234421848,1.2936832369481874,1.8402787292521507,0.3816446540058047,-0.7633846259649318,-1.4734517383582868,-0.735060408373261,-0.9670414161402223,-0.9194209674086707,0.9399251816146714,-0.13313083861157787,0.20902324321434723,0.04509082621643129,-1.0796121948841373,1.4763202170378122,1.227237305162622,-0.3656323107790071,1.6604951246679205,-1.4315815620494465,1.5298284159796867,-0.4514300956939618,1.6177682598616159,-0.6270472425812784,-2.6082859095940143,-1.1164242825197348,-0.975407631348093,1.3707759519514777,-0.2138639659151351,-1.1951457844114797,-0.1796234378463392,0.6033465558338421,-0.7334466446249328,1.1387092475823781,-1.850847233599485,0.19373210711378164,-0.11991854716494654,0.6959272737389827,0.33151243409892905,-2.167599264767189,-0.18301831638455518,-0.10042895666424334,0.3463150404364028,1.4986804894827603,-0.3311158466040952
23,0,0,anger,24,9.045333333333334,5621.743173780637,3763.37668142154,1938.2647705078125,0.0008037464939198,0.017675562,-1.5215038496330477,-0.17566539932893482,1.3179136846327364,0.21247202156764303,0.04488955702380165,2.9239487036611465,-1.3792535272573785,-0.6385626183137212,23,0.0,0.0,1,-0.5136051358396155,0.644912057383288,0.528292246621772,-0.2721746325940315,0.4315138351717438,0.5404928259259141,-0.7236136276199846,0.503317919802189,-0.039512665647894865,0.422746898901042,0.28429396097033366,-0.8518687164470696,-0.3378563627638391,-0.6923813345286655,0.9835313630551823,1.7594866416064212,-0.1515367172566508,-1.5006518414423409,-0.03299780453428201,-0.4870485553192522,-0.053412888055842156,-0.08831456216514044,-0.12989013073806316,-0.32994563978118474,0.8882631738130107,0.6038261989416436,0.4084515494350617,-1.26507582172596,-2.684397065037035,-0.19925255606246103,-1.728130395990705,-1.989651263908518,0.4399674891900908,0.9062920649441252,-0.863281391198328,-1.637971789659928,-0.32581090645502264,1.755111126398694,0.3200888508032654,0.8143979038094811,0.27149511798766335,-2.4490731953042797,0.07085303699172374,-0.12817729480083087,-1.7000115072988424,-0.1636691957769776,0.3901662271168763,-1.3307625538529324,0.3315325373186997,0.5925253946247687
26,0,0,anger,27,8.999977324263039,3306.241077527235,2624.538037997552,1745.0118408203125,0.0006241819653765,0.016069794,-0.5842374418456486,0.9522899541880994,1.037749414115409,0.3474661751534089,-0.6105754048367319,0.002587566881437381,-0.24987968233764776,-0.855975091559797,26,0.8080639939905272,0.8175618389729792,1,-2.4467331533489376,-1.2257741200097576,0.14623890519169078,-2.166194067767699,-1.8199954303368813,-0.08767014254452049,3.7470009390991033,3.7796541208913648,-1.875217064412558,0.09777847936707523,-0.6515097110044737,1.031091223174459,2.4033394673484,2.7133203780782265,0.03131960609438411,1.2267179743152226,1.5970045291797859,0.12817965588138625,-1.8924761789323292,0.653171511483588,0.5965996048281752,-0.08132845263597807,-1.8995126996698828,-1.4246338572882118,-0.06813333760836776,0.7239072863871168,0.4040988411630515,-1.1239539110673318,-0.8920645725672478,-0.7693735559658283,-3.192477353433472,-1.51276679029527,-2.256923751680041,0.577884474522659,-0.7885768870696085,-0.8363128449061574,0.15429161845583106,1.5441327864736345,1.6848390018544634,-0.5966915131335133,1.0757680100647107,1.4046397003036055,-0.35377626642113885,-1.0537552126076628,1.7523809405946031,0.4804801380635535,-0.17814238212992317,0.011144258587850953,0.751557000299951,-0.525132654912968
27,0,0,anger,28,11.925333333333333,5117.927626467264,4189.305902038105,2165.57666015625,1.4239375701104166e-05,0.002077889,1.305031022682378,-0.8294720932737069,0.18669770156423604,-1.8375113933691591,-2.067303543601429,0.2922848858185821,-0.7664772723329242,-1.3790828477017874,27,0.9057212963153468,0.8372682358750945,1,-3.6721292682849134,-0.5881827206788173,0.2949569993369399,-2.945593634963005,-1.6043854812540774,1.850885424132403,-0.8756292648781328,-0.21917796338188816,0.2232532431258082,1.4742264880156535,1.222959542635253,1.297152605427552,0.7849134205647884,0.9400545318484574,-0.5834141083331417,-0.7153329552981812,0.029559123966537565,0.7096826873779104,3.491108600135981,0.743761987924387,-1.6160735471096968,-0.7578902043992886,-0.7533406960329446,1.172794187051685,-0.8774991662417839,0.1391080495967573,0.0064866848807788036,1.1473984738676755,-0.5895509991300587,0.8015892703812383,1.190180112789872,0.02653690926026095,0.1153393670517136,-0.3935938300465759,-0.5374708775667968,-0.5195606023462002,1.1041880970295042,-0.818386558054104,0.7489829499149881,-0.8191938785073976,0.01889811059158253,0.23816757325186513,0.06497084647024685,1.021246820620217,-0.4800046144787435,-0.851789600687066,-0.9015331608747112,0.11513364741068889,-0.5619503443715912,-0.5828019591735327
28,0,0,anger,29,2.099977324263038,3263.935012338041,2412.981476172702,1854.465576171875,0.0008352230830644,0.021983108,-3.0147249869330697,-0.7147634729232656,2.0953989542163565,-0.4404790735569322,3.764192469440885,0.850719638085099,-1.95167496340036,-0.4034542279885771,28,0.533104575949564,0.7563114831106477,0,-3.023666612594232,8.582107574962402,0.9429302639547755,0.4907762780445829,-7.893131220126009,2.1936726543493528,3.950255700328237,2.9047074771953096,-1.7153720058758741,0.7653439155789752,-0.32471648513792994,-1.0775828942359555,1.6122545178717897,0.68711555457562,0.8252773380064649,1.9446848005809476,1.5236686055057258,-3.2715099864057327,-3.263258758715484,-3.9658560337517574,7.240310470156098,3.2470241907332897,0.537431680555887,1.7149039307886396,0.34982539387926415,4.505733550670329,-1.313212666348992,-2.6582827854627,3.8059446511730464,4.522812960565894,1.492073679693894,-3.8812030552345416,-1.0066467242117705,0.4668311580280615,-1.2441831366720881,1.2740557006312234,1.3550914317463603,-0.7967111511119138,0.7658074333441254,-0.6824984663864422,-1.8009643644483575,1.307500713332209,-2.3838106814193374,-2.1098659582127324,-0.42359723212398737,1.1375385258125403,-0.5574353975325365,0.37883053833320923,-1.5235623848670157,0.34517286111021867
29,0,0,anger,30,11.680666666666667,4254.039073981712,3485.210520624635,1692.7099609375,2.160045315594605e-05,0.0032065776,-1.2622892348960142,0.09615869897518355,0.9457212330892552,-1.6186995830593267,-1.1656965688892709,0.45363100705134196,-0.005311641226868349,-0.608540999037649,29,0.246861671434774,0.893669851655195,1,-5.334922511400798,-0.9252380002306222,-1.5924085654799285,-1.2166453507433788,-0.7197116309914351,0.6180191807569027,0.06677515218464125,3.7861630345290425,2.4550418006630323,-0.6512536696164988,-0.3859860260738194,0.018182496146425794,4.306445031393512,-0.7432480185786149,-1.7253459712209391,0.03989743995814684,0.31604023597350306,-0.13614335128502963,2.3419363113384852,-0.7834828116808659,-0.5727452806969472,-0.39555148872153273,1.010608148825039,-0.22699634918624023,-1.4875225032582065,0.2935179487103251,-1.4125411495451372,-0.09594374104813545,-1.8162598498801064,0.5803516803032561,-1.4206832556592675,-1.677887634727462,0.3323904224877732,-0.842709979912839,-1.069869115952394,0.9783508100162536,3.041683630568925,-0.12166631957591756,1.8961496354669225,-1.3068357428936508,-0.5364791648813467,0.4131098197454118,-1.7211494495568467,1.1877230774382683,2.5595134697701214,-1.1395035751897433,0.10379670080360262,0.529480388982626,0.15819398199645615,0.08909686343899847
